ID,HashTags,TweetText,mentions_other,User,ritter_candidates,calai_candidates,stanford_candidates
2357,WhitePeople,Focus on character that's more important than race. Genuine hearts bring people together.,;,RehatMannan,,[],
2358,WhitePeople,"Just as the failed presidency of obama does not mean all blacks are bad, don't judge all  by the awfulness of hilary clinton.","obama, clinton",AricCougar,all blacks,[],
2359,WhitePeople," hey, i just need to know who is claiming @Eminem ??",,Tbenninghofen,,['eminem'],
2360,WhitePeople,"The racist, blame  for everything, identity politics strategy is literally how you got Trumped. ",,kdkrnf,,[],
2361,"JudgeJeanine, WhitePeople",digs for the truth in @FoxNews interview w me.,,Soul_Be_It,,[],
2362,WhitePeople,@disspat On the backs of others that are not,,ONLY1SPIRIT,,[],
2363,WhitePeople,"In the 40s, Dems demonized Asians.
Until the 60s, Dems demonized African Americans.
Today, Dems demonize .
And we're deplorable?","dems, asians; dems, african americans; dems;",MillsBonn,"dems,dems,dems",[],
2364,WhitePeople,have the best countries. That's where all the non whites flock to,;,The_Dr_Caveman,,[],
2365,WhitePeople,I swear to fucking god all this racist  stuff Progressives are doing is just gonna create more white supremacists.,progressives,lupemedia,,[],
2366,,The comments on this shows how whacked people are. 👌👌👌👌👌,;,MiddleUSA,,[],
2367,WhitePeople,"Proud of my culture, Proud of my people's history. B4 America there was no end to slavery in sight. Slavery? We shut it down",; america;;,NotATrollololo,america,[],america
2368,WhitePeople,WARNING: *zombie alarms in movie rings*** 😷😷😷😷😷😷😷😷😷😈😷😷😈😷😈😷😎😎😈😈😈😈😈😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷 jkjk,,Mo__vargas,,[],
2369,WhitePeople,@costlylovewins  ended slavery and that is enough.,,sadsupremacist,,[],
2370,WhitePeople,"I love my whiteness. And yours.
",;,rpmmasaya,,[],
2371,WhitePeople,Trying to understand why  feel so oppressed:,,Unity_Coach,,[],
2372,whitepeople,was is  trending,,zagthehuman,,[],
2373,whitepeople,hilary clinton is not a good role model or example of  - do not judge a whole race by how disgusting and vile she is.,clinton,AricCougar,,[],clinton
2374,WhitePeople,", never apologize for who you are! ",,KaiserJames,,[],
2375,WhitePeople,"😒  On Being Black, 'Woke,' And Dating White People ➡️ ➡️  ",,raquelmoranow,,[],
2376,WhitePeople,is trending - which is the perfect excuse to post this again.,,Austinhouse58,,[],
2377,WhitePeople,"Jesus,  , you are embarrassing sometimes. ",,3illSweet,jesus,[],
2378,,Who were the ones that enslaved them again?,,j_september5,,[],
2379,,"Dear African Americans - he lied to you. Our common struggle is not about race, it is against unrestrained globalis… ",african americans;,CraigSt89673246,dear african americans,[],
2380,WhitePeople,"People assume the Black Guy Dies First in horror movies, but in actuality its the  couple that make out/have sex=1st victim.",,StriderXanthos,black guy,[],
2381,WhitePeople," Can't we all be a part of one race, the human race.",,2020_1st,,[],
2382,WhitePeople,don't own America I guess.,america,THEMALCOLMALI,america,['america'],america
2383,WhitePeople,are tending! Did  @PewDiePie upload a new video?,;,kAYLOUISMAN,,[],
2384,WhitePeople,our culture is so beautiful it's the stuff of fairy tales,,RedPilled88,,[],
2385,,"They don't want to rekindle it, they literally want war with Russia!!  Just ask resident twitter lunatic @LouiseMensch ",russia; twitter,pauly8m3,"russia,twitter","['russia', 'russia!']",
2386,"WhitePeople, blackpeople","Dear ,  can be racist too. So lets link up and love one another to show racism is something that doesn't exist..",;,ewefunny,,[],
2387,WhitePeople," were also slaves throughout history.

Don't forget what they didn't teach you in public school. ",;;,TheFunEndsNow,,[],
2388,WhitePeople,Remember during the Obama presidency when almost EVERY SINGLE DAY  were being ridiculed and vilified on Twitter?,"obama presidency, twitter",dmcparson,"obama,twitter",['twitter'],obama
2389,,I don't have any white guilt..my ancestors fought to free slaves not buy them!! I fought hard in 60s for equal righ…,;,mike_felan,,[],
2390,WhitePeople," , black people...God loves us all the same. Even if we don't",;,m5drummer,,[],
2391,,You do NOT speak for me. Canada will build a wall to keep us out and I don't blame them. We are deplorable.…,;canada;,TheWhiteRose18,canada,['canada'],canada
2392,WhitePeople,"White people:  is so racist!

Twitter: wHiT3 P3oPle iS s0 RaCisT!",; twitter,Gravity_Angel,twitter,['twitter'],
2393,"WHITERAPPER, WHITEPEOPLE, WHITE50, TOPTWEET, PROMOTION, KILLALLWHITEPEOPLE, LETMYSIDEBITCHHITYOU",THE TAKEOVER,,annajeancabrera,,[],
2394,,delete this,,DViguana,,[],
2395,"WhitePeople, WhitePeople, Racist, Democrats, Liberals",@JaynePenelope When  call other   then you know they're  or  🤔,,Verity2016,,[],
2396,,George I think the GITMO has a cell waiting for you😡😡😡😡😡,"george, gitmo",rafat777,"george,gitmo",[],george
2397,WhitePeople,It's funny that making fun of  is funny but doing it to other races is all of a sudden racist. Confused anybody????,;,NataliaKassin,,[],
2398,WhitePeople," did some good shit and also some bad shit
Imagine that",;,thejman222,,[],
2399,"Trump, SlutWifeTrainingAcademy, MothersDay",s  is finishing up across the country just in time 4  Please help these p…,,darkkinky69,,[],
2400,whitepeople,Modern day KKK shit...period,kkk;,d_o_beatz,,['kkk'],
2401,WhitePeople,Why is   trending?,,MegaBeefBowl,,[],
2402,whitepeople,Goin thru  tag reminds me of the episode of fairly odd parents when everyone was gray blobs bc they're all saying the same shit,,OfficialAsshole,,[],
2403,WhitePeople,I think cultural appropriation should work both ways for those who advocate it - I wonder what their life expectancy would be.,,OrwellNGoode,,[],
2404,"whitepeople, 2A, Antifa, Commie",45 rules/how to destroy America,america,cdhl82,america,['america'],america
2405,WhitePeople,White women are tired of being fucked with if ya don't wanna get slapped like a bitch leave me alone lol,,Felisha83819049,,[],
2406,,@bedtsvesta @porfie_moreno @ThereseOSulliv2 @bluewater77036 @MarciTriggs @TheStandingTire @4TheJerseyKid…,,TheFunEndsNow,,[],
2407,"WhitePeople, democrat","finally getting wise to the fact that today's  party is a 100% anti-white, 100% anti-Christian political party.",christian,bonartgl,,['anti-christian'],
2408,"WhitePeople, Progressive, Snowflake",#ERROR!,,nanaluvsthree3,,[],
2409,,That damn baby bout to drink clorox cuh,,petty_marshall,,[],
2410,whitepeople,"@greeneyes0084 Because  are bombing the shit out of their homes, schools, hospitals &amp; more, for oil/resources. Sorry you forgot that.",;,Sabiduria_LA,,['oil/resources'],
2411,WhitePeople,I don't even see insults towards white people in the  hashtag. Just white people patting themselves on the back...,;,No_Poswow,,[],
2412,,Unless U stood w/the Panthers back in the day....then u have no idea abt the mvmnt. I MARRIED A PANTHER! Keep urself in ck of what ur saying,panthers; panther;,SfPar49ers,w/the panthers,[],
2413,,"you show those black people who's boss, champ ",,CrankyShmanky,,[],
2414,WhitePeople,who never lived during slavery are still paying for slavery. Blacks who never lived during slavery still receiving for slavery,;,Leppycole,,[],
2415,WhitePeople,invent penicillin,penicillin,TheFunEndsNow,,[],
2416,"BlackPeople, WhitePeople",@CommanderValent Black people spotted in their natural habitat. 👏🏻,;,TheTrut38677722,,[],
2417,,I thought he was supposed to b eating seaweed like his wife's lunch menu for kids,,jamieb373,,[],
2418,WhitePeople,The culture  is garden gnomes.,,pepeleehay,,[],
2419,,"You have ""🚫H8"" in your name but you just tweeted a very hateful thing toward white people.

???????",h8;;,TechBug2012,,[],
2420,whitepeople,"It starts with a scarf and ends with no freedom left. Choose Your fate  this is a war.  A religion war, a race war, a world war! ",;;,ThirdReiched,,[],
2421,"WhitePeople, PeopleDemocratsHate",is trending.  is probably trending too.,;,jtkola,,[],
2422,,"I don't know which is more disturbing, the kid as a prop in this picrure or 892 followers with just 20 tweets.",,peterdrysdale1,,[],
2423,"WhitePeople, Trump, cartoons","Racist liberals, stop the hatred of  who support  &amp; want limited government - … ",,BrucePembor,,[],
2424,WhitePeople,"Hey ,

Don't let anyone tell you that you're worth less because of your skin color.

Oh &amp; you can be ra… ",;;;;,RedPilled88,,[],
2425,,"Sorry, I'm not oppressed. ",,Austins_coffee,,[],
2426,WhitePeople,invented unicorns,unicorns,anthonycasey2,,[],
2427,WhitePeople,"

Have been oppressors &amp; exploiters for centuries. Committed genocide &amp; enslaved POC. Some of us are tr… ",; poc;,Newsericks,,[],
2428,WhitePeople,"The only colors that matter are: red, white and blue.🇺🇸
 ",;,ktd101551,,[],
2429,WhitePeople," 
Y'all are truly a mess. ",,Lesbihonestx3,,[],
2430,WhitePeople," created the Internet to give people the free speech to say stupid shit, it's not racist, it's known fact Africans have lower IQ","africans, iq",JDVandersnoot,,[],
2431,WhitePeople,"And to think, this is only the beginning - believe me. Hail victory!

 ",;,TheFunEndsNow,,[],
2432,"WhitePeople, WhitePeople"," - Learn about your ancestors
 - Take Your Greatness Back
… ",;;,ewefunny,,[],
2433,"WhitePeople, RINOs, draintheswamp",@OMFGNN @SenJohnMcCain Donors own your husband. These donors are mostly .,;,MyrnaKing,,[],
2434,Whitepeople,I find it funny liberals point fingers at everyone else for being racist. Then they go make hashtags like  promoting racism.,;,VSigourney1,,[],
2435,,"""Thaaat's Right""...""You Know It's True""...
Wake Up Sheeple &amp; Stop Drinking The Left's ""Fool-Aid"" !!! ",;;,Saddlebags6969,,['the left'],
2436,,"The Democratic Party today is not the Democratic Party from 100-150 years ago, same with the Republican Party...…","democratic party, republican party",AlternatFacts,,"['democratic party', 'democratic party', 'republican party']","democratic party,democratic party"
2437,WhitePeople,@SonofLiberty357  are often seen giving donations to the homeless- skin color irrelevant... &amp; It's not the libs folks! Wise up &amp; Stop the hating.,;;,RealChaseTx,,[],
2438,"mutuals, WhitePeople","It doesn't matter who you are , help love and respect each other  ",,paledenzel,,[],
2439,WhitePeople,Dear  be proud of Who You Are and never apologize for it.,,DumDems,,[],
2440,WhitePeople,"Those tweeting about the greatness of  believe they contributed simply by being white.

They are admitting their privilege.",;,UnarmedBlack,,[],
2441,WhitePeople,"Dear  please stop seasoning your chicken with water then start complaining about how it's ""too spicy""",,ismaelarod,,[],
2442,Whitepeople,I want to go in the  tag but I'm scared lol,,cook2020,,[],
2443,"WhitePeople, Flint","is trending...ok how about this. 
, Michigan has been without clean water for 1,114 days.…",; michigan,The_BKC,michigan,['michigan'],michigan
2444,"WhitePeople, BlackPeople",Btw I grew up in NYC where  both  &amp;  got along &amp; we still do. Democrats are the ones that want us fighting each other,nyc; democrats,noraconnor89,nyc,[],nyc
2445,WhitePeople,"If you're  and anti- black lives matter, lgbtq+, and planned parenthood, we can't be friends. k bye!",;,LoLolWhoAreYou,,[],
2446,WhitePeople,If we brand all  as racists we are no different than bigots who brand all Muslims as terrorists.,muslims,WhipMeJuarez,,[],
2447,"WhitePeople, tcot, WhiteGenocide, AltRight, BLM","@RapinBill Why I Hate White People - by Eric Allen Bell 

    ",eric allen bell,EricAllenBell,"white people,eric allen",[],eric allen bell
2448,WhitePeople,This trend,,Shoegame_Shaq,,[],
2449,Whitepeople,When you see  is trending and ur like shit what did we do this time,,mrablugh1,,[],
2450,"DIVERSITY, WhitePeople, WhiteGenocide, StandUpForEurope","🐰 means fewer ,   ",,ATL_K_D,,[],
2451,,Sheila Jackson looks good for her age. I guess she was owned by a Democrat because not one Republican owned slaves.…,"sheila jackson; democrat, republican",lakeemk,"sheila jackson,democrat",['sheila jackson'],sheila jackson
2452,,RT When you see it,,KINGxSLQ,,['rt'],
2453,WhitePeople,stop buzzing us in your flying machines!,,DaimonLord,,[],
2454,WhitePeople,"This group of  is an embarrassment and representative of the ""maga"" crowd: Let's hope they never breed. ",,Momof15,,['representative'],
2455,WhitePeople,Can't relate,,Swagsanbaig,,[],
2456,WhitePeople,Liberals love promoting racism against,,TradCon,,[],
2457,WhitePeople,Love yourself,liberals,LoveOurPeoples,,[],
2458,,What,,vitahydro,,[],
2459,WhitePeople,"Any Dear White People know where I can find some of that  ""PRIVILEGE"" at???",,DeplorableKash,,[],
2460,"UFC211, zacbrownbandlive, WangoTango, WhitePeople, CHIvSEA",Ariel Winter Browsin' Houses with BF    Bobby Ryan    Aric,"ariel winter, bobby ryan",Officialoscrape,"ariel winter browsin,bobby ryan","['bobby ryan', 'ariel winter']",bobby ryan aric
2461,WhitePeople,cr aged Western civilization and America. They are great people. Why do liberals hate them? I say his as a Latino,america;;liberals; latino,PacoMaga1,america,['america'],
2462,"WhitePeople, wtf"," At least White Power isn't the trend, like who the fuck even started this one :p.. ",,BRBastion,,[],white power
2463,,"*murdered millions of native Americans and Africans while forcing the ones who survived to build the foundation of America?
 ","native americans, africans, america",HBtrueWave,america,['america'],
2464,,"I have a dream of a nation that people will not be judged by the color of their skin, but by the content of their c… ",,omgness4real,,[],
2465,WhitePeople,It's funny how sensitive conservatives are. It takes one hashtag to trigger them.,;,dustindewayne26,,[],
2466,,"I bet, the cops don't know about that. ",,KevKevEM,,[],
2467,,the only good thing about this tag trending is that all the closeted racists and homophobes are getting exposed…,,BTS_MinYoongiS,,[],
2468,,No it's because of the hat,,mericanViolence,,[],
2469,,Goodnight to everyone whose most valuable possession is either their phone or their sneakers.,,WingDynasty,,[],
2470,,Because white supremacy is hilarious.,,cynthiaboaz,,[],
2471,WhitePeople,"Can someone tell me why  is trending, I'm so confused",,eduard01_c,,[],
2472,WhitePeople,Dear  &amp; Asians. Sorry if ur overqualified to be a doctor but you're simply not getting into med school…,asians;,LoveOurPeoples,,[],
2473,,I'm sorry but what the fuck are you stupid? Let's ask who the fuck enslaved them you disgusting ignorant entitled pig. How dare you,;;,laur_uhh,,[],
2474,whitepeople,Me looking at this  💀💀💀,,THEMALCOLMALI,,[],
2475,WhitePeople,We have no use for anti-Whites. They hate  but use the White man's inventions daily.,;,RatedRampaige,,[],
2476,whitepeople,"I am a white male, and I find all the people using the  hash to be deplorable. Shame.",;,DexterousTom,,[],
2477,whitepeople,"This  loves your tweet! Evolve people. We R all in this together, or we will not survive. This should be an obvious observation. ",;;;,haterofgreed,,[],
2478,,"Welp, the American government had him murdered, so I we won't be able to test your stupid hypothesis.... ",american government,Jsullhart,american,['american government'],
2479,WhitePeople,Don't have a problem with  unless they're racist or voted for Trump...but that's kind of the same thing,trump,mericanViolence,trump,[],
2480,WhitePeople,@polNewsForever When  think they're superior,,trillystonez,,[],
2481,WhitePeople,be crazy.,,LSAT62,,[],
2482,WhitePeople,"I'm White Privilege….

 ",white privilege,RonnieM3RM,,[],
2483,"WhitePeople, IForgotToPackMy, Trump45, InconvenienceAFilm, MAGA, ButtHurtLiberals"," ""Liberty University""        ",liberty university,AngieDaddy69,liberty university,['liberty university'],
2484,BackTheBlue,"I'm proud 2 be 
White 
Conservative 
Pro life 
Pro 2A 
Pro Military
and I  

I don't give a sh*t if that offends u",;;conservative;pro life;;military;;;,ktd101551,,[],
2485,WhitePeople,"Nobody can pull the ""qualified"" excuse on me when we see a Congress full of only  who stink at their job.",congress,ZakCMcGaugh,congress,['congress'],congress
2486,"WhitePeople, BlackPeople, TRUMP, MAGA",&amp;  LOVE !,,Ir2much4u,,[],
2487,WhitePeople,get 2 scoops of ice cream and everyone else gets 1 scoop.,,fix_not,,[],
2488,"WhitePeople, worstpresidentever",Obama killed America and   .  Elected by idiots.,"obama, america;",dmspellman,"obama,america",['america'],"obama,america"
2489,"DIVERSITY, WhitePeople, WhiteGenocide, StandUpForEurope",🐰 means fewer .,,TheFunEndsNow,,[],
2490,"WhitePeople, BlackPeople, AsianPeople","This is not about ,   etc. It's a spiritual matter. Many ppl take this as literal/rational… it's beyond.",;;;,Zartha9,,[],
2491,WhitePeople,people dont even know why this is trending and they  still offended by hashtag smfh,,Ram_poudel1,,[],
2492,WhitePeople,"We are back and we are really, really pissed off.  ",,KaiserJames,,[],
2493,WhitePeople,is a hashtag Twitter pushes to incite hate. Ignore it.,twitter;,JoshhRothenberg,twitter,['twitter'],
2494,WhitePeople,"Suit up fam, we're taking over this hashtag   ",,RedPilled88,,[],
2495,whitepeople,do i even want to know why  is trending?,,ursonate,,[],
2496,WhitePeople,"The white people mad about the  hashtag, not realizing it's about a @DefineAmerican documentary, are proving its point. ",,Toonze_,,[],
2497,"Eurovision, WhitePeople",@chuckschumer America's left boob 😏,america,MakeamGrate,america,[],
2498,"WhitePeople, dankmemes","The ""misunderstood white boy"" starter pack   ",,Slade201192,,[],
2499,"WhitePeople, OrangePeople, MAGA",I dig  but what about  like Don da Con &amp; MAKE ASSHOLES GREAT AGAIN,don,LubnaArikat,don,[],don
2500,WhitePeople,I'm white and I have a job. Liberals just got triggered.,; liberals,StygianApothegm,,[],
2501,WhitePeople,A Reminder.,,BeatoIvy,,[],
2502,,Me too,,timjohnson2345,,[],
2503,WhitePeople,SOMEONE PLEASE TELL ME HOW THIS IS RACIST 🤔🤔🤔,,irenalol,,[],
2504,,"BOTS: All less than 200 followers, all saying the same thing, all drinking the Kool-aid.",,LilyNCali,kool-aid,[],
2505,Whitepeople,and fuck your racist hashtag you racist bastards.,,Bigbobbalouie1,,[],
2506,,The land belongs to no one. It is controlled by the strong until someone else stronger comes along.,;,samdamon65,,[],
2507,WhitePeople,Hateful liberals are using the hashtag  to promote racism against whites. Yet they claim republicans are the racist ones? 🤔,liberals; republicans;,OliverWest100,,[],
2508,"WhitePeople, GodBlessAmerica",It is an honor that  get under your skin and is trending..  Wear it as badge of honor people! 👍 🇺🇸 🇺🇸,;;,Shalom555222,,[],
2509,,"We don't hate all white people, just Trump supporters. Your ancestors owned some of our relatives at one point. Your daughter is beautiful! ",trump;;,moneyjonze,trump,[],trump
2510,WhitePeople,"You know liberal racism has reached the point of insanity when white liberals are being racist to other whites. 
",liberals; liberal,riyasharma266,,[],
2511,,"Until the color of a man's skin is of no more significance than the color of his eyes, we will not know peace  ",,MoMaReen,,[],
2512,,Do ppl not realize tht the 2 major parties essentially switched platforms?? Democrats supported the civil rights movement???,"; democrats, civil rights movement",yourgirlceleste,,[],
2513,WhitePeople,is trending.  Time to make myself mad looking through posts for no reason.,;,Autumn_Craiggg,,[],
2514,WhitePeople," are weak, evil liars, thieves, cheaters &amp; deceivers. It's sad they will not accept it! I wish the natives had more fire power!",;;,itsjusentertain,,[],
2515,whitePeople,Obama really really really liked,obama,Brendag38323989,obama,[],obama
2516,,"I like my skin. It's part of who I am. But it comes w/ unearned privilege and failing to acknowledge it makes you an asshole.

",;;,harbend,,[],
2517,WhitePeople,"Libs are just so desperate to bring back racism and sexism... They even want to rekindle the cold war.
",; cold war,LCMarsh2,,[],libs
2518,"Democratic, WhitePeople","New  Party Rules:
Must be pro abortion
Must be pro socialism
Must hate 
Must rely on Government vs God
Must hate USA",;pro abolotion; pro socialism;;;usa,killerkaush,usa,"['usa', 'new  party']","new party,usa"
2519,WhitePeople,Nah.  We're just over being the scapegoat to 's woes..,;,AetherOfLove,,[],
2520,"WhitePeople, CantSupportLiberalsOrTerrorists",When Liberals show hate of   it shows their true colors - The color of racism.,liberals,AricCougar,,[],
2521,,"""Mary, Mary, quite contrary,
How does your garden grow?
With silver bells, and cockle shells,
And pretty maids all in a row..."" ",mary;;;,SMCADMAN,"mary,mary",[],
2522,WhitePeople,"@_Makada_ Explain ""racism against .""  Easy to state; provide examples.",;,BriereBear,,[],
2523,WhitePeople,"In today's society, there are more black racists than white racists.
",,meathouse60005,,[],
2524,,"Those are Jews, you Zionist shill ","jews, zionist",newspartan192,,[],
2525,WhitePeople,"Not one is standing at the end of a street in any ghetto forcing black ppl n minorities to live in them, but we pay the rent 🤔 ",,ShaunceDupree,,[],
2526,,So true!!@Jrwoke,;,thomastlcusic,,[],
2527,,"After Poles kicked turkish asses during battle of Vienna, Turkey become one of the greatest friends of Poland in history. Never forget ","turkish, vienna, turkey, poland;",dite_jan,"vienna,turkey,poland","['poland', 'vienna', 'turkey']","turkey,poland"
2528,,Hey white folks complaining for no goddamn reason: shut the fuck up and read this thread. And tell me I'm wrong.…,;,ltmcdies,,[],
2529,WhitePeople,"Some  who are elected President, get caught doing what they shouldn't have been doing... ",president,ustankk,president,['president'],
2530,WhitePeople,"Dear  and every people. If this pisses you off, you're probably racist. ",;,ustankk,,[],
2531,WhitePeople,invented basketball.,,trumpocrat,,[],
2532,WhitePeople,see  trending... yep exactly what i thought it was *walks right back out*,,jordantylandyln,,[],
2533,,Democrat Party has always been the racist party. They use identity politics to pull our chains and divide us for po…,democrat party;,meathouse60005,democrat party,"['democrat party', 'racist party']",democrat party
2534,WhitePeople,being a hashtag got some in their feelings.,,lwinmusic,,[],
2535,"NationalSocialist, WhitePeople","""Where like begets like there will be harmony,"" runs an old  adage
… ",,finnationalist,,[],
2536,WhitePeople,"@realDonaldTrump @Scavino45 @PressSec 

Let's Make America Great Again, together! 🇺🇸",;;america;,CaptDeplorable,america,[],
2537,WhitePeople,"

You will not replace us ",,WeAreWatching1,,[],
2538,"WhitePeople, IForgotToPackMy, Trump45, InconvenienceAFilm, MAGA, ButtHurtLiberals"," ""Liberty University""     … ",liberty university,chazmology777,liberty university,['liberty university'],
2539,whitePeople,"White People tweeting about  making it trend and blaming it on the left, beautiful.",,JDVandersnoot,,[],
2540,,"Liberalism has taken on a new shape, now what was reality and made sense is now hypocritical and deserves impeachment😂 be careful liberals! ",liberalism,JKBoyer77,,[],
2541,whitepeople,I'm pro diversity so fuck  am I right?,,chase_wsu,,[],
2542,"Eurovision, UFC211, Portugal, WhitePeople",Hillary Clinton - a true story of murder   i,hillary clinton,VannessaNivaldo,hillary clinton,['hillary clinton'],hillary clinton
2543,whitepeople,@Rambobiggs @slice6467  keep stock trading. Buy $BVTK and you will be rich. Most undervalued stock on the OTC.,;;otc,iseki_online,,[],
2544,,There is not one law that affords White people rights that are denied to non-whites. Institutional racism doesn't exist.,; institutional racism,EsotericFrogGod,,[],
2545,"WhitePeople, BLM",@Stevenwhirsch99 @Shalom555222 People RT  &amp;  are racists . What happened to skin color doesn't matter?  bcuz they protect &amp; serve ALL LIVES,;;,Natashasjam,,['@stevenwhirsch99 @shalom555222 people rt'],people rt
2546,"WhitePeople, WhitePeople","This belongs on .
Apparently if you know  benefit from white supremacy you hate white peopl… ",;,MountainCrone,,[],
2547,WhitePeople,"For someone who loves ""diversity"" so much, Macron has a lot of  on his campaign staff. ",macron,somedaygirl,macron,[],macron
2548,,Turns oven on broil. Places laptop inside,;,DaKcStork,,[],
2549,,As you should be unlike everybody else you're the first person I've seen say this,,MelaninMManson,,[],
2550,whitepeople,Anti-White Bots Trying to Take Over Twitter's   via @wordpressdotcom,twitter,saboteur365,twitter,['twitter'],
2551,WhitePeople,"We're dying, but that's okay, this is symbolic for how @MoveOn and @TheDemocrats want  to die anyway. ",;,HomeboyDagga,,[],
2552,WhitePeople,I hate them,,BengalDesigns,,[],
2553,WhitePeople,Don't let the barbarians destroy what your ancestors built.  Stand up WhitePeople.  The time is now.,;;,American12310,,[],
2554,WhitePeople,White women tired of your disrespect fuckoooffffff,,Felisha83819049,,[],
2555,,this isn't funny but it's funny,,blaxxjalapenos,,[],
2556,WhitePeople,Most  don't hate anybody. But they are not going to be guilted out of their Countries or Possessions. They owe us nothing.,; ;,nanaluvsthree3,,[],
2557,WhitePeople,";

Oh wait... ",,RedPilled88,,[],
2558,"WhitePeople, DannyWilliams, AfricanAmericans"," like @billclinton had kids named  and didnt own up to him, yet many  voted for his wife.",,JaynePenelope,,[],
2559,WhitePeople,"Dear 

You realize there are organizations that exist whose purpose is to PROFIT off of YOUR GUILT don'… ",;,lakeemk,,[],
2560,,I'm pretty sure Martin Luther King Jr's dream did not include miserable liberal Democrats inciting hatred against…,martin luther king jr,AnnAdki61964612,martin luther king jr,['martin luther king jr'],martin luther king
2561,"LoveMyPOTUS, WhitePeople, HappySaturday",2 scoops of choc chip cookie dough! In honor of MY @POTUS !,;,9975Ts,,[],
2562,WhitePeople,"There was no murder , stealing or rape before white people came along there was world peace and everyone could fly. ",,jojoofu1,,[],
2563,WhitePeople,hate yall,,fireflyphiI,,[],
2564,WhitePeople,The people saying that  aren't responsible for speaking out against racism are the same ones that want all Muslims to apologize.,muslim,thewobbleeffect,,[],
2565,UFC211,Masvidal just came out to the scarface theme,"masvidal, scarface",DerekBurnz,,[],masvidal
2566,UFC211,if Maia wins this...whats the excuse for not giving him the title shot?,maia,Eduardo66297020,maia,[],maia
2567,UFC211,LETTTSSSS GOOOOOO,,brycetriathlete,,[],letttssss goooooo
2568,UFC211,Rodriguez moves away from Jackson Wink and suddenly all the gameplanning is gone along with the good corner advice.,"rodriguez, jackson wink",TomTalksMMA,"rodriguez,jackson wink",[],"rodriguez,jackson wink"
2569,UFC211,If that was in vegas would they have stopped the fight ??? no,vegas;,MMAGAME1,vegas,[],
2570,"Reebok, UFC",Once this tweet with my   sweatshirt hits 250 RT the contest will begin.  I will custom sign for winner!…,;,ActionFanboy,,"['250 rt', 'rt']",
2571,UFC211,i wanted to root for Maia in this fight until i heard his entrance music.,maia,danield6,maia,[],maia
2572,ufc211,Respect to @panteraufc and @FrankieEdgar both guys are great fighters.,,burrell315,,[],
2573,UFC211,Way to go @JamesVickMMA!,,JamesVickMMA,,[],
2574,,And that fight right there is why I desperately wanted to see Frankie Edgar go against Conor McGregor. Would have been great,"frankie edgar, conor mcgregor;",EdSmith313,"frankie edgar,conor mcgregor","['frankie edgar', 'conor mcgregor']",frankie edgar
2575,"UFC211, UFCDallas",Regardless. Maia is a legend in this sport as well. He has so much experience and has been in the UFC for over 10 years!!!,; maia;,DylanBagwell,"maia,ufc",[],"maia,ufc"
2576,UFC211,"There is a lot going on in Jorge Masvidal's head. 

I wouldn't want to meet him in a field full of police, never mind a dark alley. ",jorge masvidal;,TomSunderland_,jorge masvidal,"['jorge masvidal',  'head']",jorge
2577,,Just hope Maia wins so he deservedly gets his shot at the title...,maia,shannon_ae,maia,[],maia
2578,UFC211,"Before tonight's  main event, take one last look at who fellow ufc fighters are picking in stipemiocicufc… ",,MMAHWatch,,[],
2579,ufc211,I'm making my grandmother watch  and her reactions are hysterical.,,Sam_Ah_Yo_Ah,,[],
2580,UFC211,Masvidal v Maia up next. This is going to be a great fight &amp; contrast of styles.,"masvidal, maia;",MarioMelrockero,masvidal v maia,[],masvidal v maia
2581,UFC211,"I got Maia, he even comes out to my favourite song from high school. ",maia,TomTalksMMA,maia,[],
2582,UFC211,Maia going to Carlos Condit this one,"maia, carlos condit",rickadan,carlos condit,['carlos condit'],"maia,carlos condit"
2583,UFC211,.@JamesVickMMA is calling out the UFC for a promotion after his dominating performance at .,ufc,beard_of_glory,ufc,[],ufc
2584,UFC211,Still coming out to Numb. Makes me want him to win every time nendndmdnd,;,NickiDupre,numb,[],
2585,UFC211,MMAFightingThat’s a very probable 10-8 for Edgar. Rodriguez is busted the hell up. Damn. Ground and pound all day.,edgar; rodriguez;;,MMAHWatch,"edgar,rodriguez",[],rodriguez
2586,UFC211,I'd love to see Jorge destroy Maia.,"jorge, maia",SJD10304,"jorge,maia",[],jorge
2587,,Dak is big time,,mandwnation,,[],
2588,UFC211,@GamebredFighter coming out to the Scarface song is applaud worthy.,scarface,_jordancamacho_,the scarface,[],
2589,UFC211,Let's go Miah!,miah,MehulBear,,[],
2590,UFC211,💰💰 the Edgar fight put me way over the top but if I hit this next one hits 🙌🏽🤣🙏🏽💰💰💰🇧🇷,edgar,PushinWeight,edgar,[],edgar
2591,UFC211,And Maia is coming out to linkin park lol. Maia already lost this fight,Maia;maia,destroytyler,maia,[],"maia,maia"
2592,UFC211,Masvidal to do to Maia what Whittaker did to jacare? 🤔,"masvidal, maia, whittaker;",Rickyaddison95,maia,[],"masvidal,maia,whittaker"
2593,UFC211,"@GamebredFighter v @demianmaia
Maybe the fight I am most looking forward to at
 ",;;,Kai_Squared,,['looking forward'],
2594,UFC211,Reminder than Demian Maia has absorbed just 13 significant strikes over his past four fights combined. Unprecedented.,demian maia;,MikeBohnMMA,demian maia,['demian maia'],demian maia
2595,UFC211,Oh my.  (@allelbows),;,MMAFighting,,[],
