ID,HashTags,TweetText,mentions_other,mentions_other_limited_types,URLs,User
1613,social distancing,Look who wandered into 1st Quad today at Soquel High School? “Social Distancing” of course?,Soquel;;,;;,,skooltool
1614,social distancing,@Number10cat Lap rabbit rejecting the social distancing concept,,,,irisesgirl
1615,social distancing,y’all better learn social distancing from Ariana and Frankie,"Ariana,Frankie","Ariana,Frankie",,remvenue
1616,social distancing,Take time for yourself and your hobbies and reach out to your friends and family?Social distancing doesn’t have to…,;;,;;,,BGSUStuAffairs
1617,social distancing,"People will misinterpret the total number of confirmed cases as being the actual number of cases, which is likely a…",,,,PeterKnocklyn77
1618,social distancing,"In an effort to provide more space for social distancing, the city is closing streets to cars starting Friday.",,,,GramercyPatch
1619,social distancing,@_WestoniaN_ @GhostOfTheStar @nflnetwork @RapSheet Your girlfriend hasn't been around for awhile because of the cor…,,,,Dallasfanindc1
1620,social distancing,When will #Shoprite start taking social distancing seriously? They have a recorded announcement every once in a whi…,;;,;;,,geekandglitter
1621,social distancing,"@JuliansRum I dont care what this commie governor says. I am having a birthday party for my son, and I will be givi…",;;,;;,,AngelaW63765246
1622,social distancing,#CoronaVillains I got this social distancing thing down pat. I always stand outside sucker punch range. :D Literally.,;;,;;,,brent74
1623,social distancing,Going to try the social distancing out? Lol,;;,;;,,StrangeAngel602
1624,social distancing,"You can keep Coronavirus from infecting thousands, just by staying home - Vox","coronavirus, Vox",,,BEATTHECONTROL
1625,social distancing,Just drove by Carrier Park. Y’all are BAD at social distancing. #thisiswhywecanthavenicethings,Carrier Park;;,;;,,AngeliWright
1626,social distancing,"@MatthiasFripp I do defend the disbanding of large gatherings, social distancing and keeping trips to the minimum p…",,,,AukeHoekstra
1627,social distancing,Someone claimed that prolonging social distancing is an attack on God; I have something to make clear. To all pasto…,;;;,;;;,,daisieseight
1628,social distancing,"If you're staying home for social distancing, use this link and enter the code GETFOOD for $100 in delivery fee c…",,,,RideshareGuru
1629,social distancing,@RudyGiuliani @realDonaldTrump Please define 'coming together' in this age of social distancing & self-quarantining…,,,,kwtalk
1630,social distancing,"2 bros chilling in a hot tub, 5 feet apart cause they’re social distancing ?",,,,_annalagan_
1631,social distancing,@RVAwonk Another crucial point: the revised numbers reflect the assumption that the UK will be able to conduct exte…,UK,UK,,MarkDStrauss
1632,social distancing,A Lotta Balls Jimmy Kimmel Ruthlessly Mocks Melania Trump - Calls Her The ‘Inventor Of Social Distancing’. Doesn't…,"Lotta Balls,Jimmy Kimmel,Melania,Trump;;","Lotta Balls,Jimmy Kimmel,Ruthlessly Mocks,Melania,Trump;;",,NilsComputers
1633,social distancing,Social distancing is practically impossible if you live in a crowded slum. Hand-washing is hard if you have no runn…,;;,;;,,FrancoiseBaylis
1634,social distancing,"If you want to practice social distancing and not let your body atrophy, the Neponset trail is not that helpful. Wi…",Neponset,Neponset,,thelindsayist
1635,social distancing,@MikeConnollyMA @MassGovernor Wouldn't it be more wise to allow construction and infrastructure projects to continu…,,,,JessTurnr
1636,social distancing,@nytimes Seems like a good time to relax social distancing.....,,,,LongTongueSilva
1637,social distancing,Trump wants workers working and making money for his rich donors! Trump previews new social distancing guidelines…,Trump;Trump;,Trump;Trump;,,vinctee
1638,social distancing,"If social distancing has taught us anything, it’s prioritizing what’s more important: long term health or temporary joy",,,,shushi4lyfe
1639,social distancing,@islandliving365 Spot on. Selfish joggers running passed you and not thinking that social distancing still applies…,;;,;;,,FlipFlop71
1640,social distancing,Q: WIll UK police arrest 'Asian chaps of the pakistani vintage' for not conforming to social distancing laws as the…,UK,UK,,greatlakesforex
1641,social distancing,Mythbusters ‘Contamination’ Experiment Proves Why Social Distancing Is So Damn Important ??????,,,,ceiekenaolakeba
1642,social distancing,"In an effort to provide more space for social distancing, the city is closing streets to cars starting Friday.",,,,UESPatch
1643,social distancing,A scoreboard developed by a NYC-based data firm grades each state and county on how well its residents are practici…,,,,HarlemPatch
1644,social distancing,I’ve been practicing social distancing since before it was cool. #JustStayAwayFromMe,,,,CloneTrooper999
1645,social distancing,@maggieNYT All areas are at high risk because there is no immunity. Rural areas have social distancing but they often do not have hospitals.,;;,;;,,shepherdrm
1646,social distancing,Emotional Connectedness While Social Distancing - EmpoweredMind -,,,,Cpweet
1647,social distancing,"Virtual Festivals from Ultra, Insomniac And More Spring Up To Support Social Distancing",,,,RespectMyRegion
1648,social distancing,A scoreboard developed by a NYC-based data firm grades each state and county on how well its residents are practici…,,,,ChelseaNYCPatch
1649,social distancing,It’s impressive I could attend talks during social distancing. Thanks to @Alaa_Moe for giving us a huge amount of v…,;;,;;,,mona_h_sabir
1650,social distancing,Stay home@@@ be safe and protect others### together with washing hands clearly several times per day@.com avoid soc…,,,,Matin38640438
1651,social distancing,"While you are grocery shopping, don’t forget to practice social distancing by keeping 6 feet from others at all tim…",,,,Dare2BWell
1652,social distancing,Social distancing fail.,,,,wiserdawg
1653,social distancing,Great to see West Ham practising social distancing...,West Ham,West Ham,,IainDale
1654,social distancing,@raghav_chadha @ArvindKejriwal Great effort ???? but sorry to see such crowd which basically kills the concept of c…,;;,;;,,SouravDuggal
1655,social distancing,Day 18 of social distancing: I’m tired of cooking & I’m tired of eating.,,,,_angelaaelainee
1656,social distancing,8pm 26th March UK. We as a nation came out to say thanks to our NHS workers by way of a round of applause whilst st…,UK;NHS;,UK;NHS;,,karenoula1
1657,social distancing,"???Grands As Parents is distributing food from SHARE at 2227 N. Broad St., 19132 TOMORROW at 10 a.m. If you plan o…",Broad St,Broad St,,RepKenyatta
1658,social distancing,@Jessdunsdon @TheOnlyGuru @GovJersey (The jogging has now stopped and he IS now social distancing),,,,JessePerchard
1659,social distancing,Practicing dockside social distancing,,,,mrmollerswcsd
1660,social distancing,"Is there nothing or no attorney that would start a Federal lawsuit on this guy. First, he withheld PPE from NY, gav…",;NY;,;NY;,,JaxonVervet
1661,social distancing,"Social distancing AND supporting local?! Proud of you, Winston-Salem. ?",;Winston-Salem;,;Winston-Salem;,,DaVonteMcKenith
1662,social distancing,PNWU alum @DrToriJaegerDO's offers an inside look at the immense challenges currently facing healthcare professiona…,PNWU,,,PNWUHealth
1663,social distancing,I been social distancing since freshman year of college. Every year I get asked “you been here since freshman year”…,;;,;;,,__sunflow3r_
1664,social distancing,Interactive Map Based on Phone Data Shows Which States Are Actually Social Distancing,,,,JimPolk
1665,social distancing,@glrynwor You could have been exposed to or asymptomatic (not showing symptoms) of covid-19 and not even know but t…,covid-19,,,sarahmnganga
1666,social distancing,@MrPhillips1012 Hey Phillips! Productive routines while maintaining social distancing...good work! Thanks for checking in!,Phillips;;;,Phillips;;;,,merica_ke
1667,social distancing,"Is ‘social distancing’ the wrong term? Expert prefers ‘physical distancing,’ and the WHO agrees.",;;,;;,,SanityorVanity
1668,social distancing,"@bartramsgob Surely Getting through this takes many small things. By many people: Washing hands, staying home, soci…",;;,;;,,Pressuredrop
1669,social distancing,PSA: Social distancing doesn’t mean getting drunk with one friend at a time. Some of y’all need to go back to kind…,;;,;;,,Oh_kaay_
1670,social distancing,First time driving through Clarion in awhile and I’m appalled at how many people are out and about. I saw a group o…,Clarion;;,Clarion;;,,ElizaGreenawalt
1671,social distancing,"So on the 27 March 2020, Border Farce start taking Temperatures At Sydney Airport and advising people of Social Dis…","Border Farce,Sydney","Border Farce,Sydney",,david89293299
1672,social distancing,@derekobrienmp @sardesairajdeep you will not comment why you need surrounded by 50 people doing this.. it’s against social distancing.!!!,;;,;;,,kdarji1311
1673,social distancing,"To all my dear Muslim brothers, As our country is dealing with serious health crisis and social distancing is the b…",Muslim,Muslim,,Shakeeb_frq
1674,social distancing,"I’m legit starting to take it personally when ppl aren’t social distancing. Like, you’re making a blatantly OBVIOUS…",;;,;;,,_bayleelahey
1675,social distancing,Domestic violence centers are expecting a surge in activity as people are spending days on end with a partner who m…,,,,LexiBelc
1676,social distancing,Day 86: 11min 1.03mi 10’31”/mile It makes me so happy to see so many people outside and maintaining 6 feet of soci…,,,,3Runner5
1677,social distancing,The Dos and Don'ts of Social Distancing,,,,PastorJFRamsey
1678,social distancing,@MrDiddy85 Wow. You know. We Christians on the whole are a law abiding people. We haven't gathered in our churches…,;;Christians;;,;;Christians;;,,CaliTrumpLady
1679,social distancing,@Alfred_2009 @SideCar21 @DanSheehan19 @RaheemKassam @cdc @WHO The overarching point: everyone needs to do social di…,,,,lezleecog
1680,social distancing,I CANNOT handle this. It’s beautiful. Social distancing or not. It is so so beautiful.,;;;;,;;;;,,knschillinger
1681,social distancing,My sister is an elementary school teacher and schools in Maryland have been cancelled through April 24 so essential…,Maryland,Maryland,,rwang95
1682,social distancing,@MaroonMary No doubt Mrs. Mary and the best thing about social distancing makes one realize we have a Father who wi…,Mary,Mary,,gac8
1683,social distancing,@NanHayworth @POTUS @realDonaldTrump Your not being entirely forthcoming & accurate about the Travel ban or why it…,,,,Realetti
1684,social distancing,@GavinNewsom Can you please watch LA county sherriff to address covid-19 they are not taking social distancing seri…,"LA, covid-19","LA, covid-19",,jerry19999
1685,social distancing,Resistance is now about a couple of kids trying to escape quarantine to go on a date. (that concert is definitely…,;;,;;,,MarlubsGD
1686,social distancing,"@Tio_Stephen You do social distancing but in public. So staying in must be tough. Air hug to you and ""him."" All my love. So sad.",;;;;;,;;;;;,,Only4RM
1687,social distancing,@MilesDavisLive @Hilary_Barry Preferably 2m long so you can adhere to social distancing and royal decorum.,,,,Chalmeiras
1688,social distancing,"@OhNoSheTwitnt He’s def not a kitten anymore, but he IS social distancing.",,,,c_louise_m
1689,social distancing,6 Ways to Communicate During COVID-19 With Your Small Group Members: Keeping in touch through the era of social dis…,COVID-19,,,SeanBuono
1690,social distancing,"When @LouOrch canceled concerts, #SocialDistancingQuartet got busy, started recording for online performances. Thes…",,,,arts_bureau
1691,social distancing,Sierra wouldn't stand next to me because she wanted to show that she was social distancing,Sierra,Sierra,,_itsmehoneybee_
1692,social distancing,@ChristophersZen Social distancing got these people in lala land.,,,,561_Kev
1693,social distancing,@arthurtorgan The closures of homeless facilities are due to recent outbreaks and the problem of social distancing.…,,,,Brittdon1
1694,social distancing,@KellyBarlow98 @GaryBarlow ... Wheres the 2 meter social distancing lol x,,,,suebeloo
1695,social distancing,"@HillaryClinton @realDonaldTrump social distancing is a stupid concept to spread fear,division for the rich to take…",,,,Bergen_J
1696,social distancing,It is important that people understand that social distancing is likely to be part of our daily lives for some mont…,,,,Karthikjillella
1697,social distancing,@benshapiro Trump wants to re-open everything while practicing social distancing which is kind of a contradiction,Trump,Trump,,zachsparrowe
1698,social distancing,Social distancing is good for my favorite hobby. ? Numba 18 of the year.,;;,;;,,DanaBlankenship
1699,social distancing,Y’all don’t care but since I’ll be doing a lot social distancing y’all might as well add me on TikToc,TikToc,,,DopeItsTeez
1700,social distancing,@woninchmeat her teeth are practicing social distancing,,,,80sjoaquin
1701,social distancing,@ScottMorrisonMP Essential social distancing. Makes sense.,;;,;;,,PhaedrusMalark3
1702,social distancing,Love it keep them coming in.. Our online zoom skate studio is almost finished to continue lessons while social dis…,;zoom;,;zoom;,,tictacskate
1703,social distancing,Oddly enough I have been posting less on lockdown than i did when we were just social distancing. Just wanted to st…,;;,;;,,FjorgTheBuilder
1704,social distancing,@SPEXDABOSS @DENFORCAS @G987FM Big up the Bajan jam session...making social distancing nice...run nn chuuuune???????,Bajan;;;,Bajan;;;,,LWReggaemania
1705,social distancing,@JdeStael @IPv2 @davidallengreen Very much the same. Particularly as there isn't actually a clear exit from all thi…,;;,;;,,jaobrien1980
1706,social distancing,@Viqforlan @OgbeniDipo Lool we all know the Governor that led the people of his state into a Mega Rally at a time t…,Mega Rally,,,OndoFirstBorn
1707,social distancing,"While we are all staying home practicing social distancing, it's a perfect time to start learning some American Sig…",,,,HiltonASL
1708,social distancing,"Legit all I ever do is work, mom, and homework this the most I’ve been around my friends in months ?? and we suppos…",;;,;;,,Lovee_Layy
1709,social distancing,I can say that there are things you can do to help with social distancing... and that I do not seem to have coronav…,;;,;;,,SteveHullfish
1710,social distancing,"Had to leave the house (essential) for the first time in 2 weeks & people are not observing social distancing, not…",,,,AstonishingSod
1711,social distancing,it's that point of social distancing i'm just dropping discourse bombs on leftbook and watching it spiral....,,,,caffeinesweats
1712,social distancing,This social distancing has honestly been one of the best things that has ever happened to my introvert self,,,,stefvniex
1713,social distancing,Lubo doesn’t like social distancing ??,,,,Shotts_bhoy
1714,social distancing,@kalptaru108 @jaipur_police @RajGovOfficial @PMOIndia @ErikSolheim @deespeak @UNEP @RandeepHooda @Munilokesh…,,,,sunnyu200
1715,social distancing,"Been working on this for a few weeks, and it’s finally finished! (Guess social distancing is good for crafting.) Af…",;;,;;,,willow_harmony
1716,social distancing,Day 4 of Stewart High School Homeschooling/Online School Day ??? of Quarantine/Social Distancing I don’t want to g…,;;,;;,,dnstewart
1717,social distancing,We're moving to online! It's unfortunate that social distancing means that we are not currently able to meet in our…,;;,;;,,SpaSpeakers
1718,social distancing,How well are states social distancing? One start-up used cellphone data to try to measure it,;;,;;,,WickedLocalLex
1719,social distancing,"@itsa_talia Stardew Valley is wholesome if you like planting games. It’s also multiplayer, so like social distancing in 2020",Stardew;;,Stardew;;,,moptopchop
1720,social distancing,"Update: My neighbor's new boyfriend likes to blast rave music with heavy bass all day, every day. How's your social distancing going?!?",;;,;;,,hello_sarahjo
1721,social distancing,"If you want proof for why social distancing is so important, take a look at this!",,,,patti_ordonez
1722,social distancing,Coronavirus: 4 Possible Timelines for Life Returning to Normal. Thx @TheAtlantic and @jpinsk,Coronavirus;;,;;,,hbuffett
1723,social distancing,"Teagan, practicing social distancing ?",Teagan,Teagan,,jocelynburrell1
1724,social distancing,Social distancing at its worst.,,,,Yubs7Hinda
1725,social distancing,Didn’t the original report literally say that with strict social distancing measures the death toll would be kept t…,,,,Matttydaniells
1726,social distancing,The Coronavirus is limiting options for funeral services due to social distancing,Coronavirus,,,LarsLarsonShow
1727,social distancing,social distancing is making u all sound stupid,,,,kooniter
1728,social distancing,"While we're social distancing, remember that we're all effected and need to help our neighbor!…",,,,MyLifesLyric
1729,social distancing,Come to your own conclusions... we are nowhere close to peaking in USA. Please practice social distancing (at least…,;USA;;,;USA;;,,SanjayBDalal
1730,social distancing,Dadeville City Council practices social distancing at its latest meeting.,Dadeville City Council,Dadeville City Council,,alexcityoutlook
1731,social distancing,@GovInslee nobody listens to your recommendation - I see olds and cripples grazing all about Seattle with no social…,Seattle,Seattle,,mark_darkly
1732,social distancing,Trump tells governors to expect new guidelines on social distancing via @CBSNews,Trump,Trump,,alfredo94577
1733,social distancing,"Disconnect to connect. Get yourself or your friends a beautiful, easy to use online store. Social distancing doesn’…",;;;,;;;,,Ahmedinvip
1734,social distancing,The fact that there are people STILL arguing with social distancing and calling this “the flu”. Go lick a toilet l…,,,,BComLegenDarius
1735,social distancing,The Pentagon Says Troops Are Social Distancing. Why Do These Photos Say Otherwise?,Pentagon;;,Pentagon;;,,george03641870
1736,social distancing,Just called into @Tesco Stockport for some essentials. A model of social distancing and hand sanitiser as you went…,Stockport;;,Stockport;;,,cllrdavidm
1737,social distancing,Head over to #KnowYourValue's Instagram for a social distancing message from @morningmika:,Instagram,Instagram,,MikaKYV365
1738,social distancing,@dickinthecloset her teeth are practicing social distancing,,,,80sjoaquin
1739,social distancing,Awesome sight on 9th Ave in #OshkoshWI while out walking my dog. Yes we have social distancing. Yes we have a huge…,;;;,;;;,,ViajoGypsyNomad
1740,social distancing,"Coronavirus: No, we aren't even close to ready to ease up on social distancing",Coronavirus,,,hdmaher
1741,social distancing,Day 1 - LockDown NZ - The ducks are not following the guidelines about social distancing …… ???,NZ,NZ,,AnnabelPretty
1742,social distancing,"Thanks to my Dan Mini Team who came in to prepare for long-term distance learning. We practiced social distancing,…",Dan Mini;;,Dan Mini;;,,YvannaWheeler
1743,social distancing,"You could probably mobilize your Chinese contacts too. Get your IgG test, so that those days spent in fever and d…",Chinese;IgG test;,;;,,Barton_options
1744,social distancing,Social distancing doesnt stop us from getting commits ! Relationships matter ! Pleased 2 welcome lightning quick G…,;;;,;;;,,RealMrJuco
1745,social distancing,"On the brighter side of things, COVID19 IgM/IgG tests are getting mass-produced in China. A 15-min home test using…","COVID19, IgM, IgG, China;;",China;;,,Barton_options
1746,social distancing,Check out Social Distancing in Amish Country on @relivecc! #GetOutThere,Amish Country,Amish Country,,cyclistrrj
1747,social distancing,@toadmeister @DerbysPolice Flying a drone and spying on people adhering to the social distancing goverment advice. NOT ESSENTIAL,;;,;;,,pontin_stephen
1748,social distancing,@JuliansRum I’m at Costco.... lots of social distancing rebellion going on here. ?,Costco;;,Costco;;,,magalasvegas
1749,social distancing,I’d appreciate it if you guys could spread the word on GE Appliances lack of social distancing. Because apparently…,GE;;,GE;;,,AustinMcDowell
1750,social distancing,This is pretty interesting. Social distancing works. #COVID19,;;,;;,,gabrieldane
1751,social distancing,@Tacomite101 One of my favorite writers @MaryRobinette said we should flip the term - let’s not call it social dist…,,,,ConnMc
1752,social distancing,@Jessicka I’m a funeral director in the UK ?? CV-19 is SERIOUS - the deaths aren’t #fakenews social distancing WIL…,UK;CV-19;,;;,,Hay1eyBe11e
1753,social distancing,The high road does not belong only to a party or a politician or a particular public health edict. The high road be…,;;,;;,,SistersNine
1754,social distancing,am I allowed to yell at people for not social distancing when I’m not allowed to bc I have to go to work everyday??? idk but I’m going to,;;,;;,,floraljunkie
1755,social distancing,@gingertrvlguru @DerbysPolice @DerPolDroneUnit Taking a walk by yourself in the middle of nowhere is the epitome of…,,,,AJBeaks
1756,social distancing,Is it just me or are way to many people paying with cash these days.... #1 in carrying bacteria. People pay with th…,;;;,;;;,,NathanLW
1757,social distancing,Emotionally social distancing,,,,ehehhehehehhe
1758,social distancing,"@mattb125 I was wondering the same thing and found this article that helped: Essentially,…",,,,possiblydanny
1759,social distancing,@humanyze @RiffAnalytics are among creative tools facilitating decision-making and maintaining the efficiency of wo…,,,,LeonardoVirgo
1760,social distancing,"Can I please move to Hawaii now? I swear I’ll do social distancing. In the hot sun, beautiful scenery Lush landsca…",Hawaii;;;,Hawaii;;;,,real_mchattie
1761,social distancing,The GearJunkie's Guide to Social Distancing,GearJunkie,,,TheGearJunkie
1762,social distancing,WW3? Fine. Global pandemic? Fine. Lockdown and social distancing? Fine. Tom Brady leaving the Pats for the Bucs?? NOT FINE.,;;;;;;Tom Brady;,;;;;;;Tom Brady;,,Gaby29984405
1763,social distancing,"""Servame, Servabo te."" ""You save me and I'll save you."" That's my favourite quote from the novelist Courtney Cole.…",;;;Courtney Cole;,;;;Courtney Cole;,,CelaAmanda
1764,social distancing,"And yet our federal government is about to ease social distancing restrictions. Yeah, good call. This is only the b…",;;;,;;;,,jsasser42
1765,social distancing,if you are not social distancing during this time i will not be hanging out with you once this time is up because i…,,,,tatertoft
1766,social distancing,@joester91_ @rooach I like the social distancing taking place in the photo,,,,OscarAEJ
1767,social distancing,@ShawnM_HQ But what about social distancing?,,,,_iamjoab
1768,social distancing,"“It feels like someone is sitting on my chest at all times,” she said. “It’s really hard to breathe. I’ve coughed u…",;;;,;;;,,OCLand
1769,social distancing,Great to see @IPARC_1 project manager keeping active while adhering to social distancing guidelines in beautiful We…,,,,CatherineBWoods
1770,social distancing,"The line was much longer and WAY more spaced out and tbh, I feel like this IS how we should be doing social distancing",,,,r_vllbs
1771,social distancing,Just me enjoying my social distancing.,,,,mikebravodude
1772,social distancing,@TweetAtAndrew LOL well... DIY method might work if social distancing but for going back in public the professional…,;;,;;,,hexcr8v
1773,social distancing,@SteveCarell Hi!! My brother is a huge fan of you and of The Office. He is turning 18 this and he was supposed to b…,;;;,;;;,,jk12005
1774,social distancing,@PageSix I clicked a few of these posts and none of these celebs make reference to these make-up free pics being li…,,,,lafillemalgarde
1775,social distancing,Very concise factual representation of what is happening with #Covid_19 less than predicted and while every death i…,,,,MortimerMurphy1
1776,social distancing,She living her best life while social distancing ???,,,,__SP3__
1777,social distancing,Came to @HobbyLobby to start on some projects I have planned out... I’ll be honest I was VERY afraid since you know…,;;,;;,,r_vllbs
1778,social distancing,Some guy in his work truck tried to get my number by saying “hey you dropped something” three times then got out to…,,,,grandma_haley
1779,social distancing,hello I am here to report I deeply regret getting my nails done shortly before quarantine/social distancing,,,,madisoncomegna
1780,social distancing,My thought for today after my 1 essential trip. We are really struggling as a society with this Social Distancing t…,;;,;;,,NAEaglePride
1781,social distancing,@RUDDDDIE Lol yeah could be both...on this end too???. How’s social distancing going?,;;;,;;;,,damara_athena
1782,social distancing,A plus to social distancing - seeing @NaomiAKlein kid and dog on a @haymarketbooks online event How to Beat Coronav…,,,,lapham_katie
1783,social distancing,14 bizarre photos show social distancing in full force during Scotland lockdown,,,,edinburghpaper
1784,social distancing,Watched the 6th of March episode of #gogglebox on Coronavirus ?? remember when this was nothing to worry about and…,Coronavirus;;,;;,,just_emmma
1785,social distancing,@CityofVancouver check social distancing at TD bank on 700 W. Georgia. It doesn't exist between the employees and t…,TD;Georgia;,TD;Georgia;,,mgsammilee
1786,social distancing,"Saturday, April 25th the first regatta of the 2020 sailing season is scheduled at Island Bay. Let's all hope for no…",Island Bay;;,Island Bay;;,,IslandBayYC
1787,social distancing,@DerbysPolice @DerPolDroneUnit This whole situation is so confused. I have been told by my MP that it is perfectly…,;;,;;,,photomcbeth
1788,social distancing,At first they suggested we play a 2-3 zone and give up the 3-point line for the sake of social distancing but obvio…,,,,BW_Jones
1789,social distancing,"@RealCandaceO Candace is saying, ""Stop the panic!"" Practice common sense social distancing, wear protective gears &…",Candace;,Candace;,,akolade_kehinde
1790,social distancing,@davidcunlife555 @royaloakgang We don’t lockdown for flu. Without a lock some and social distancing there would hav…,;;,;;,,dpearsoncfc
1791,social distancing,@StephenKing Probably because the Narcissist in the White House said he's releasing his own social distancing recom…,"Narcissist,White House",,,AmericanWitch7
1792,social distancing,@HereForTheYucks @JoeDan1024 @RonaldKlain ???? There was no nationwide seriousness in Feb about social distancing l…,;;,;;,,Corey_0709
1793,social distancing,It only took like 2 weeks of social distancing for this banger,,,,BenReed_19
1794,social distancing,Ahla shi shefto bi hal quarantine/ social distancing ???,,,,LynnIFawaz
1795,social distancing,PSA: It's OK if you can't close your rings while social distancing,PSA,,,News_Dr252
1796,social distancing,"There has been someone in my house everyday. They are currently downstairs cooking dinner. They do not live here, y…",;;;,;;;,,MStedmanGuitar
1797,social distancing,"social distancing, day 13 in the MastaMiller household: there are 10 USB chargers in our house kitchen (1x) livin…",MastaMiller,,,mastaprincess
1798,social distancing,queen of social distancing. learn y’all,;;,;;,,hannacondass
1799,social distancing,"@CamelPhat I saw it the other day for the second time. Eerie this time around. Social distancing, lockdown, makeshi…",;;;,;;;,,AndyS_34
1800,social distancing,"March 26th 5 p.m. #COVID19KY update from @GovAndyBeshear continued: Local officials, State Park officials asked to…",,,,brobwx
1801,social distancing,Having a social distancing beer with the family,,,,TKeeps
1802,social distancing,@driverenergy I KNOW ?? it was during his insta post where he went off on everyone for not social distancing ?,;;,;;,,mcudyad
1803,social distancing,@RealJamesWoods Because of NAICS 115210 I am deemed essential. We travel for work and then only thing I miss about…,NAISC;;,NAISC;;,,saddletramp69
1804,social distancing,@Palomafaith @sarabarron When I go on a date during the Coronavirus crisis and the women sits 6 feet away ..how do…,Coronavirus,,,bennn222
1805,social distancing,Picture taken by my parents who are practicing social distancing and enjoying quiet daily walks around the Cambridg…,Cambridg,Cambridg,,FitzwalterFran
1806,social distancing,"#Coronavirusireland 10 ?more people have died from the Coronavirus in Ireland, according to new figures released to…","Coronavirus, Ireland",Ireland,,irishpoint
1807,social distancing,@RorateCaeli Have they found virus clings to and stays active on religious surfaces and people longer than say gas…,,,,deb_treister
1808,social distancing,"In an effort to provide more space for social distancing, the city is closing streets to cars starting Friday.…",,,,UWSPatch
1809,social distancing,"I don’t care if the locals are getting tired of me posting about covid19 on my sc story, I’m annoyed that some of t…",covid19,,,kawaiisugas
1810,social distancing,A scoreboard developed by a NYC-based data firm grades each state and county on how well its residents are practici…,,,,UWSPatch
1811,social distancing,The Newly-Divorced Mom of 2 Balancing Social Distancing with Joint Custody due to Coronavirus,Coronavirus,,,people
1812,social distancing,These are great logos promoting social distancing!,,,,blynna_14
1813,social distancing,"I’ll pay for it through email, he’s going to leave it outside the door again and I’ll take it home. A great way to…",;;,;;,,michaelsimeon
1814,social distancing,@Iffsi @NHSuk I was commenting on the strict definition (cannot be carried out at home) however I fully agree that…,,,,clivebeardmore
1815,social distancing,"@gnuseibeh If only he were irrelevant...He's causing unspeakable harm, planning to ease social distancing rules, se…",;;,;;,,FridaGhitis
1816,social distancing,Things are going to get really bad fast in India. No amount of social distancing and self quarantine will stop the…,India;;,India;;,,gandhisahil
1817,social distancing,"To emphasize their commitment to the practice, McDonalds is also social distancing employees who get sick from thei…",McDonalds,McDonalds,,lefonceobscure
1818,social distancing,This is great motivation for us all to continue self isolating and social distancing.. It's now 9 days since St. Pa…,;;,;;,,mcdonald_leisha
1819,social distancing,Social Distancing got you down? Check out this message from @Coach_Fleck ??,;;,;;,,ZoneCoverageMN
1820,social distancing,"via @NYTimes. If you aren’t social distancing now, YOU MUST START ASAP. See what COVAD19 ?the virus that makes you…",;COVAD19;;,;;,,barbaraleach19
1821,social distancing,"Two views of the Council meeting today. Half of #ATXCouncil is videoconferencing into the meeting, and the other h…",;;,;;,,ALTERforATX
1822,social distancing,@GovNedLamont @Alex4CT Open golf courses? For whom? Wealthy nutmeggers? How about open the links with a staggered s…,;;;;,;;;;,,EbbaNemrak
1823,social distancing,@rebekah40 Social distancing though ?,,,,Stuart_Youngs
1824,social distancing,Adorable animated Super Mario Chain Chomp toy will help you practice safe social distancing,Super Mario Chain Chomp,,,Gizmodo
1825,social distancing,Bros why are still not social distancing,Bros,,,emmaeaches
1826,social distancing,"@930Club ""Keep social distancing""",,,,MisterPounds
1827,social distancing,If anyone wants to know what social distancing is. ITV2 is showing contagion righ now ??,;ITV2;,;;,,arsed_no
1828,social distancing,"Looking for some social-distancing inspiration? Gardening is a great activity to get outside, enjoy some fresh air…",;;,;;,,cityofames
1829,social distancing,@thejuliemarsh That's what I've been doing! Planning and ordering a couple of days ahead. Sometimes you get it the…,;;;,;;;,,Kat1124
1830,social distancing,"I obviously can’t help but stay off social media rn, but seeing the constant ignorance of people not social distancing is pissing me tf off",,,,Kylie_Cormier
1831,social distancing,"The Woodlands is a wonderful resource, especially during this shutdown. Please be vigilant about practicing socia…",Woodlands;;,Woodlands;;,,CouncilmemberJG
1832,social distancing,A man in Houston was charged with assault after punching 2 women who work at a 99 cents only store that was practic…,Houston,Houston,,DarkDragon1288
1833,social distancing,"@vissersixxx Social distancing... eh, good enough",,,,BaronVonStaples
1834,social distancing,"@joebrusuelas Horrible idea. Result would be similar to segregation and even more ""social distancing"". These type…",;;;,;;;,,Charlie_Ledezma
1835,social distancing,How well are states social distancing? One start-up used cellphone data to try to measure it,;;,;;,,NorwoodTranscri
1836,social distancing,"""As America implements dramatic measures to control the spread of Covid-19, with schools and businesses closing and…","America, Covid-19",America,,ChaseThomas89
1837,social distancing,What were #NYPD going to do if their #drones found New Yorkers violating civil #CoronaVirusOutbreak recommendations…,New Yorkers,New Yorkers,,deBlasioSoldOut
1838,social distancing,"Hey, @MayorOfLA @GavinNewsom @WeHoCity are they practicing social DISTANCING?",,,,ddissinger
1839,social distancing,Classic albums to revisit while social distancing,,,,ajc
1840,social distancing,"@mammuthus Its some pretty aggressive curve fitting, but even then the authors suggest that its a result of lockdow…",,,,hausfath
1841,social distancing,All playground equipment in any Village Parks is CLOSED. All Village Parks are currently open but we ask you to pra…,Village Park;Village Park;,;;,,RecWappfalls
