ID,HashTags,TweetText,mentions_other,output_mentions
2198,"WhitePeople, YouNeedWhiteMenForThat",Want space exploration?,,[[]]
2199,WhitePeople,"You think a  hashtag is racist? 😂😂😭😭 I'm dying, you don't know what racism is 💀 ",;;,"[[], []]"
2200,WhitePeople," Are actually lizards because we turn green,red,purple,pink,yellow,and grey. Face it, we're fucking rainbows.",;,"[[], []]"
2201,WhitePeople,Some  enjoy reading the classics....,,[[]]
2202,WhitePeople,"
✔️Freed the slaves
✔️Defeated Hitler",;,"[[], ['hitler']]"
2203,whitepeople,crack head threatened to shoot me tonight while i was on my porch and i live in a nice town. color has no bias stupid people,;,"[[], []]"
2204,WhitePeople," are supposed to have white privilege but someone stole mine and made me work for every dime i got,i was robbed!",,[[]]
2205,,The word 'racism' is like ketsup. It can be put on practically and demanding evidence makes you 'racist.'~ Sowell…,;;sowell,"[[], [], []]"
2206,,@KodiGaddis This is the kind of tweet that liberals &amp; others are horrified by:,,[[]]
2207,,Over 600k Rep died to stop it. We have nothing 2 do / it. Democrats have brainwashed people they think we're stupid.,;; democrats,"[['rep'], [], ['democrats']]"
2208,WhitePeople,Why is this trending? We are all one.,;,"[[], []]"
2209,whitepeople,We need to stop comparing people based on their race and start looking at each individuals character.,,[[]]
2210,whitepeople,POLL: How do you feel about the prospect of  becoming a minority in the US?,us,[[]]
2211,WhitePeople,The only example of institutional racism is race-based Affirmative Action.,affirmative action,[[]]
2212,WhitePeople,"YOU WERE'NT KANGZ!

 on the other hand... ",;,"[[], []]"
2213,WhitePeople,"@emjayale Slavery was Muslim.
Still is.
DUH
 ",muslim;;,"[['muslim'], [], []]"
2214,"TheFreshPrinceOfBelAir, WhitePeople, CarltonBanks",Thanks to  the stereotype that  can't DANCE didn't exist 4 me.  I ❤ you &amp; it's not unusual 😉,;,"[[], []]"
2215,WhitePeople,Hate crimes against  are real despite all that your 'gender studies' professor taught you.,gender studies,[[]]
2216,,I've been given a privilege because of my skin. The right thing to do is to fight for other races to have what I have had.,;,"[[], []]"
2217,,Racism wouldn't exist if white peoplr didn't create the social construct of race.,racism,[[]]
2218,WhitePeople,Turkey and mayo sandwiches,"turkey, mayo",[[]]
2219,whitepeople,"United we stand, divided we fall. Are we not all of the human race?   it's not your fault",;;,"[['united'], [], []]"
2220,,They sure do thrive on it they don't care what is good for the country it's all about them,,[[]]
2221,whitepeople,.Science fiction? Or just a matter of time? If left up to @TheDemocrats it will be the end of …,;;,"[[], [], []]"
2222,WhitePeople,I think the  hashtag is a Russian bot operation designed to cause discourse on all sides. It worked I see,russian;,"[['russian'], []]"
2223,WhitePeople,Racist   are the problem and that's why the sane white people arent offended by this hashtag,,[[]]
2224,,Robbed &amp; killed other civilizations &amp; then took credit for their accomplishments* fixed it for you sis,,[[]]
2225,"WhitePeople, Triggered"," is trending, so I'm just gonna leave this here...  ",,[[]]
2226,,"Grateful for white men who recognize their societal privilege, and use it to empower women &amp; people of color. Mad respect guys! ",;,"[[], []]"
2227,,You get none.  Your ancestors started this shit back in the mid 1400's.,;,"[[], []]"
2228,WhitePeople,are the only only racial group in this country who is accused of racism on a daily basis. When most of it today is against us!,;,"[[], []]"
2229,,Didn't y'all kill him?,,[[]]
2230,,"Created and built on the back of Black slaves you mean.

I fixed it for you. ",;,"[[], []]"
2231,WhitePeople,You'll miss us.,,[[]]
2232,,"There's little more childish than a white person losing their shit because someone asks them to consider other experiences.

",,[[]]
2233,WhitePeople,@Trend_Spitter Making fun of  is going out of style fast. Just a heads up.,;,"[[], []]"
2234,,Flip &amp; RT this poll...,,[[]]
2235,"Eurovision, UFC211, Portugal, WhitePeople",George Soros thinks he's God   i,george soros,"[['george soros', 'god']]"
2236,WhitePeople,"  There are two kinds of republicans; 

Billionaires and Suckers. 

Check your wallet to see which one you are.",republicans;;,"[[], [], []]"
2237,,I actually say this and shout it out of windows while riding through The District. Gentrification is why Our girls are missing.. ..sooo...,; gentrification;,"[[], []]"
2238,WhitePeople,"This says it all!
 ",,[[]]
2239,WhitePeople,Liberals policies have enslaved minorities to the state.,liberals,[[]]
2240,WhitePeople,BAD ASS,,[[]]
2241,WhitePeople,Dear,,[[]]
2242,LOSERS,"Actually, they are admitting that they're ! ",,[[]]
2243,,Officer William Stacy caught this starving mother stealing eggs. What did he do? Delivered two truckloads of food t…,officer william stacy;;,"[[], [], []]"
2244,WhitePeople,"Nobody can pull the ""qualified"" excuse on me when we see a Congress full of only  who stink at their job. ",congress,[['congress']]
2245,,Did some people really need to be told that?,,[[]]
2246,WhitePeople,Can someone please tell me something  can do without killing themselves that's not racist at this point?,,[[]]
2247,,He so upset that white people getting call on their bs,,[[]]
2248,DAFF,"""We didn't talk about race because we didn't have to. It didn't affect us."" This is very common for non-POC. … ",;;,"[[], [], ['poc']]"
2249,,Or it could be the hat,,[[]]
2250,whitepeople,@KeifyG I keep tellin people one of the worst things you can do in America is tell  the truth of their history here and across the globe,america,[['america']]
2251,,"I may not like m o s l e m s, unlike you, you racist I don't wish them dead. Hypocrite Idiot ",;,"[[], []]"
2252,WhitePeople,When do you think  are going to remember that they forced their language on us 🤔,,[[]]
2253,,"Fourth Reich Is among us. First of all, you mocked us, insulted us, called us racist, we'll see who raises again soon. 

 ",fourth reich;,"[[], []]"
2254,WhitePeople,I was wondering why  was trending and I see it's a bunch of WHITE SUPREMACISTS trying to hide their racism behind all white ppl,white supremacists,[[]]
2255,WhitePeople,"@BasedElizabeth You mean picture the world without numerous genocides, Holocaust, and Colonialism.  Looks good from this side. ","holocaust, colonialism;","[[], ['holocaust']]"
2256,,"Reality is that not all lives matter, this will be winner take all ",,[[]]
2257,,Homophobes?,homophobes,[[]]
2258,,I'M SO HERE FOR MUSLIM/ ISLAMIC PRIVILEGE!!!,"muslim, islamic",[['muslim']]
2259,,THIS x 1000000000,,[[]]
2260,"whitepeople, people","Im getting a little too political tonight, but at what point does the #  become . Fuck liberal/right wing. IM LOGICAL.",;;,"[[], [], []]"
2261,WhitePeople,Last I checked the highest income earners on average in North America are Asian so what White privalge are you talking about?,"north america, asian",[['america']]
2262,WhitePeople,Something to consider before calling all white people racist. This hatred must stop somewhere. Everyon…,;;,"[[], [], []]"
2263,WhitePeople,"More hot  from Russia--why? Because I goddamn hate the progressive witch hunt. Eat shit, progs. ",russia;;,"[['russia'], [], []]"
2264,,This one is a gem of her race,,[[]]
2265,WhitePeople,In case you still think it was wrong of Hillary to call Trump supporters deplorables...click through the  hashtag,"hillary, trump;","[['hillary', 'trump']]"
2266,WhitePeople,"Democrats used to demonize blacks. Then, Native Americans. Now it's . Dems thrive on social hatred. They manufacture it. -VJ",democrats;native americans;;dems;;,"[['democrats'], ['native americans'], [], ['dems'], [], []]"
2267,whitepeople,@DebunkRacistH8 IT IS offensive to  though. Stand a viable candidate next time!,;,"[[], []]"
2268,,"must be nice to know exactly where you came from, because most african americans don't have that privilege ","african americans, americans",[['african americans']]
2269,"WhitePeople, WhitePeople","The first race to make a law against slavery was  and they were so committed to it over 360,000  died to enforce it.",,[[]]
2270,WhitePeople,"Oh no!!! I'm doing the OK symbol and I'm white 👌🏼 I must be a white supremacist in liberals eyes 😂😂😂
 ",;white supremacist,"[[], []]"
2271,,this tweet smells like boiled hotdogs and American cheese.,"hotdogs, american",[['american']]
2272,,I'm German &amp; English.. and a a global minority.. never will I not be proud of my heritage or be ashamed of being white..,"german, english;;",[['english']]
2273,WhitePeople,Have y'all read the  hashtag. LMFAO. Acting like their is racism against whites. Bye.,;;;,"[[], [], [], []]"
2274,Racism,There is far more  from the Left than the right.,,[[]]
2275,WhitePeople,who don't like hashtags about white people are the snowflake white people who need to actually learn about white people.,,[[]]
2276,"Resistance, Liberals","THAT'S THE HASHTAG THEY ARE USING‼️‼️
MINDS OF A CULT‼️‼️   ❄️ ",;,"[[], []]"
2277,WhitePeople,"McDonalds gives out 'Free coffee w/ a whitey' discount cards if anyone needs a pick-me-up

This tweet brought to you by the  tag",mcdonalds;,"[[], []]"
2278,,An exact visual as to why Trump won. Thanks for securing 2020 for him.,trump;,"[['trump'], []]"
2279,whitepeople,Blaming  who are alive today for slavery is like blaming your great great grandparents who you never met for your own stupidity,,[[]]
2280,WhitePeople,"I'm a proud Christian white man, married to a woman of Mexican descent. 

","christian, mexican",[['christian']]
2281,WhitePeople,"Glad somebody finally created a  on Twitter, because that's a completely uncontroversial topic.",twitter,[['twitter']]
2282,WhitePeople,go to bed,,[[]]
2283,WhitePeople,"Yeah, actually we can.   freed the slaves and crushed Hitler. ",;hitler,"[[], ['hitler']]"
2284,,WHAT IN THE TRUMP TRASH ....,trump,[['trump']]
2285,whitepeople,"So... , here's an idea: how about we stop defending for a sec, &amp; pay attention. Just listen &amp; learn? 👇🏼 ",;;;,"[[], [], []]"
2286,WhitePeople,Planned Parenthood continues to kill FAR more people of color than they do,planned parenthood,[[]]
2287,,Bless! 😫✊,;,"[[], []]"
2288,WhitePeople,Annnd today we further divide the races.,,[[]]
2289,WhitePeople,I hate all of you,,[[]]
2290,,We gonna act like the baby ain't about to drink bleach?,,[[]]
2291,WhitePeople,Most  aren't all that privileged. Everyone has their advantages and disadvantages and it has nothing to do with race.,;,"[[], []]"
2292,WhitePeople,Without  Our Country Will Become A Third World Country.,,[[]]
2293,WhitePeople,How White People live in South Africa so they don't get murdered while in their own homes.,south africa,[['africa']]
2294,,Also why he use Wikipedia that website not even school approval anymore and that's really saying something cuz the school system is trash,wikipedia,[[]]
2295,beproudofwhoyouare,Are awesome get to know them. Proud to be one and of Irish and Scottish descent. 🙏🇺🇸😉👍😘😍💃🌹👌,"; irish, scottish;","[[], [], []]"
2296,whitepeople,best people,,[[]]
2297,WhitePeople,The most truth I've ever heard from a white man.,,[[]]
2298,WhitePeople,"When  claim they're ancestors freed slaves but conveniently forget over 50,000 BM died in the Civil War…",civil war,[[]]
2299,,"Fact that ur white, wearing a MAGAt hat, and u know that's a white supremacist gang sign seems to say it all!   ",,[[]]
2300,Whitepeople,is trending. Somewhere a SJW is making the case that ALL whites are bad... while telling them not to generalize other races ;),; sjw;,"[[], []]"
2301,,Oops.. it was also altered by white people. Thanks for playing,;;,"[[], []]"
2302,WhitePeople,"I am proud to be a white Christian male. 

",christian,[['christian']]
2303,WhitePeople,"Picture a world without any . 

No, literally picture it... ",;;,"[[], []]"
2304,WhitePeople,don't riot in the streets when a cop shoots a white person.,,[[]]
2305,"Eurovision, UFC211, Portugal, WhitePeople","Obama: ""We're Training ISIL""   i   ","obama, isil",[['obama']]
2306,"Eurovision, UFC211, Portugal, WhitePeople",George Soros wants to bring down Europe's borders   i,"george soros, europe","[['george soros', 'europe']]"
2307,whitepeople,"""Don't poke the bear"" when  get angry, countries get taken over, people get put in chains, gas chambers, climate changes. 🙅🏾‍♂️ ",;,"[[], []]"
2308,WhitePeople,"If you wanna know why trump won
Just look at   trending 
Blatant anti white hatred has caused them to vote for their survival",trump;;,"[['trump'], [], []]"
2309,"Nascar, WhitePeople","When J.J. Watt, , &amp;  all trend at the same time, you know it's a good day.",j.j. watt,[[]]
2310,vision,"Trump was right. 
Civil war didn't have to happen.

 ",trump; civil war;,"[['trump'], []]"
2311,WhitePeople,YOU ARE FUCKING BAD-ASS,,[[]]
2312,Whitepeople,This never gets old ! @TruePat25 I'm dying bro ! 😂😂😂😂,;;,"[[], [], []]"
2313,WhitePeople,"For some little kids, President Trump is their first white president ",president trump,[['trump']]
2314,,People immigrate to predominantly white countries because that's the only way to benefit from the resources you sto…,,[[]]
2315,WhitePeople,@Rambobiggs Damn proud to be a white male!  My white privilege is to trigger mental libtards with fact not fiction!,;,"[[], []]"
2316,whitepeople,That moment  find out the black women is god,,[['god']]
2317,WhitePeople," sad thing is,liberal white ppl are stoking the fire, cause they don't want to be called racist, even then, they still are lol",,[[]]
2318,WhitePeople,I see  trending and I'm just like,,[[]]
2319,WhitePeople,Dear  thank you for landing a man on the moon and returning him to Earth safely.,,[[]]
2320,WhitePeople," SAVED the Entire World, more than once...",,[[]]
2321,,I am a proud white Christian conservative &amp; I have not one iota of white guilt. I love being Deplorable…,christian;;,"[['christian'], []]"
2322,,"If I wasn't White, I would hate White people too!😂 ",,[['hate white people']]
2323,WhitePeople,"Dear ...

Have a Dr. Pepe! ",;;dr. pepe,"[[], []]"
2324,,the only good thing about this tag trending is that all the closeted racists and homophobes are getting exposed,,[[]]
2325,whitepeople,@eazylori The people dogging white people and getting mass amounts of retweets are using bots. LLOL.,;,"[[], []]"
2326,,He's an elitist white French snob! He will lecture us all about diversity but will live like all hypocrites quite differently!,french;,"[[], []]"
2327,,that lil homie in the back bout to commit sewer side,,[[]]
2328,WhitePeople,Your lack of melanin is not your undoing just like my blackness is not a threat to your existence    ✊🏻✊🏼✊🏽✊🏾✊🏿,,[[]]
2329,whitepeople,I fell off my bike today it was all  's fault,,[[]]
2330,,"This liberal doesn't know that Africans were selling each other as slaves well before. Not bringing their best, fol… ",africans;,"[['africans'], []]"
2331,"bigly, WhitePrincess, whiteprivelge",accomplishments. Took tremendous work and sacrifice.   Dont see you on @TIME influencers list. .,;;,"[[], [], []]"
2332,"WhitePeople, tcot, WhiteGenocide, AltRight, BLM","@MarkDice Why I Hate White People - by Eric Allen Bell 

    ",eric allen bell,[['hate white people']]
2333,WhitePeople,"Democrats trending ..you know, bc their racism has worked out so well in the past..RME All they have is hate &amp; bigotry.",;;,[['democrats']]
2334,WhitePeople,This is  version of morgan freeman.,morgan freeman,[[]]
2335,whitepeople,"if you want your heart to palpitate in anger, visit the  tag",,[[]]
2336,WhitePeople,"@LordManhatthan_ Copy/tweet:  nice to finally see a positive hashtag. As a black man, I have to say that blaming whites for everything is weak.",;,"[[], []]"
2337,"YouWillNotEraseUs, SaveLeeAndJackson, WhitePeople","We're back! 

 
 
 ",,[[]]
2338,WhitePeople,"Dear 

If you have eternal guilt over what happened 150 years ago

Then the problem isn't slavery

The…",;;;,"[[], [], [], []]"
2339,WhitePeople,&lt;&lt; this is a good hashtag to checkout because you can easily see all the white supremacists that need blocked!,,[[]]
2340,WhitePeople,Guilty leftists  today are much worse than white leftists who owned slaves. The guilt isn't elevating any minorities.,;,"[[], []]"
2341,WhitePeople,The Act 1871 Look It Up Anything After That Act Was Done By A Corporation And Not The Republic.…,act 1871;,[[]]
2342,,I know y'all see the ba...nvm,,[[]]
2343,WhitePeople,Race is a social construct and also I hate,,[[]]
2344,,Hellooo Hal (Shakesphere_G),,[[]]
2345,idiot,It's HILLARY🙄,hillary,[[]]
2346,WhitePeople,hastag has white people going full fledged white supremacist. Lol.,;,"[[], []]"
2347,WhitePeople," invented air conditioning, automotive airbag, airplane, airship, alphabet and so much more",,[[]]
2348,,"No, Kayla, ur just white. ",kayla,[[]]
2349,WhitePeople,8 more years libtards! We are making this country great again!,;,"[[], []]"
2350,,"Because the @DNC enticed them with freebies that have now enslaved them, but @realDonaldTrump like Lincoln will free them again. ",lincoln,[[]]
2351,WhitePeople," 

Oppressed? We ARE the oppressors. Have been for centuries. If you are White and think you are oppres… ",;;;,"[[], [], [], []]"
2352,,"Yes, and political parties have not changed over 154 years.",,[[]]
2353,WhitePeople,is the worst tag I've ever seen. There is so many other things to be fighting about. Like why does Flint still have no water.,;;flint,"[[], [], []]"
2354,WhitePeople,So thoroughly insufferable that the entire rest of the world is clamoring to come live in the societies we build.,,[[]]
2355,whitepeople,why is  trending what yall do now,,[[]]
2356,whiteprivilege,Just a little TB on  and the Clintons. Marine confronts Bill Clinton on his lying wife Hillary.…,"tb, clintons; marine, bill clinton, hillary","[['clinton', 'hillary'], []]"
2357,WhitePeople,Focus on character that's more important than race. Genuine hearts bring people together.,;,"[[], []]"
2358,WhitePeople,"Just as the failed presidency of obama does not mean all blacks are bad, don't judge all  by the awfulness of hilary clinton.","obama, clinton","[['obama', 'clinton']]"
2359,WhitePeople," hey, i just need to know who is claiming @Eminem ??",,[[]]
2360,WhitePeople,"The racist, blame  for everything, identity politics strategy is literally how you got Trumped. ",,[[]]
2361,"JudgeJeanine, WhitePeople",digs for the truth in @FoxNews interview w me.,,[[]]
2362,WhitePeople,@disspat On the backs of others that are not,,[[]]
2363,WhitePeople,"In the 40s, Dems demonized Asians.
Until the 60s, Dems demonized African Americans.
Today, Dems demonize .
And we're deplorable?","dems, asians; dems, african americans; dems;","[['dems'], [], ['dems'], ['dems', 'african americans']]"
2364,WhitePeople,have the best countries. That's where all the non whites flock to,;,"[[], []]"
2365,WhitePeople,I swear to fucking god all this racist  stuff Progressives are doing is just gonna create more white supremacists.,progressives,[['god']]
2366,,The comments on this shows how whacked people are. 👌👌👌👌👌,;,"[[], []]"
2367,WhitePeople,"Proud of my culture, Proud of my people's history. B4 America there was no end to slavery in sight. Slavery? We shut it down",; america;;,"[[], ['america'], [], []]"
2368,WhitePeople,WARNING: *zombie alarms in movie rings*** 😷😷😷😷😷😷😷😷😷😈😷😷😈😷😈😷😎😎😈😈😈😈😈😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷😷 jkjk,,[[]]
2369,WhitePeople,@costlylovewins  ended slavery and that is enough.,,[[]]
2370,WhitePeople,"I love my whiteness. And yours.
",;,"[[], []]"
2371,WhitePeople,Trying to understand why  feel so oppressed:,,[[]]
2372,whitepeople,was is  trending,,[[]]
2373,whitepeople,hilary clinton is not a good role model or example of  - do not judge a whole race by how disgusting and vile she is.,clinton,[['clinton']]
2374,WhitePeople,", never apologize for who you are! ",,[[]]
2375,WhitePeople,"😒  On Being Black, 'Woke,' And Dating White People ➡️ ➡️  ",,[[]]
2376,WhitePeople,is trending - which is the perfect excuse to post this again.,,[[]]
2377,WhitePeople,"Jesus,  , you are embarrassing sometimes. ",,[[]]
2378,,Who were the ones that enslaved them again?,,[[]]
2379,,"Dear African Americans - he lied to you. Our common struggle is not about race, it is against unrestrained globalis… ",african americans;,"[['african americans'], []]"
2380,WhitePeople,"People assume the Black Guy Dies First in horror movies, but in actuality its the  couple that make out/have sex=1st victim.",,[[]]
2381,WhitePeople," Can't we all be a part of one race, the human race.",,[[]]
2382,WhitePeople,don't own America I guess.,america,[['america']]
2383,WhitePeople,are tending! Did  @PewDiePie upload a new video?,;,"[[], []]"
2384,WhitePeople,our culture is so beautiful it's the stuff of fairy tales,,[[]]
2385,,"They don't want to rekindle it, they literally want war with Russia!!  Just ask resident twitter lunatic @LouiseMensch ",russia; twitter,"[['russia'], ['twitter']]"
2386,"WhitePeople, blackpeople","Dear ,  can be racist too. So lets link up and love one another to show racism is something that doesn't exist..",;,"[[], []]"
2387,WhitePeople," were also slaves throughout history.

Don't forget what they didn't teach you in public school. ",;;,"[[], []]"
2388,WhitePeople,Remember during the Obama presidency when almost EVERY SINGLE DAY  were being ridiculed and vilified on Twitter?,"obama presidency, twitter","[['obama', 'twitter']]"
2389,,I don't have any white guilt..my ancestors fought to free slaves not buy them!! I fought hard in 60s for equal righ…,;,"[[], []]"
2390,WhitePeople," , black people...God loves us all the same. Even if we don't",;,"[['god'], []]"
2391,,You do NOT speak for me. Canada will build a wall to keep us out and I don't blame them. We are deplorable.…,;canada;,"[[], [], []]"
2392,WhitePeople,"White people:  is so racist!

Twitter: wHiT3 P3oPle iS s0 RaCisT!",; twitter,"[[], ['twitter']]"
2393,"WHITERAPPER, WHITEPEOPLE, WHITE50, TOPTWEET, PROMOTION, KILLALLWHITEPEOPLE, LETMYSIDEBITCHHITYOU",THE TAKEOVER,,[[]]
2394,,delete this,,[[]]
2395,"WhitePeople, WhitePeople, Racist, Democrats, Liberals",@JaynePenelope When  call other   then you know they're  or  🤔,,[[]]
2396,,George I think the GITMO has a cell waiting for you😡😡😡😡😡,"george, gitmo",[['george']]
2397,WhitePeople,It's funny that making fun of  is funny but doing it to other races is all of a sudden racist. Confused anybody????,;,"[[], []]"
2398,WhitePeople," did some good shit and also some bad shit
Imagine that",;,"[[], []]"
2399,"Trump, SlutWifeTrainingAcademy, MothersDay",s  is finishing up across the country just in time 4  Please help these p…,,[[]]
2400,whitepeople,Modern day KKK shit...period,kkk;,[[]]
2401,WhitePeople,Why is   trending?,,[[]]
2402,whitepeople,Goin thru  tag reminds me of the episode of fairly odd parents when everyone was gray blobs bc they're all saying the same shit,,[[]]
2403,WhitePeople,I think cultural appropriation should work both ways for those who advocate it - I wonder what their life expectancy would be.,,[[]]
2404,"whitepeople, 2A, Antifa, Commie",45 rules/how to destroy America,america,[['america']]
2405,WhitePeople,White women are tired of being fucked with if ya don't wanna get slapped like a bitch leave me alone lol,,[[]]
2406,,@bedtsvesta @porfie_moreno @ThereseOSulliv2 @bluewater77036 @MarciTriggs @TheStandingTire @4TheJerseyKid…,,[[]]
2407,"WhitePeople, democrat","finally getting wise to the fact that today's  party is a 100% anti-white, 100% anti-Christian political party.",christian,[['christian']]
2408,"WhitePeople, Progressive, Snowflake",#ERROR!,,[[]]
2409,,That damn baby bout to drink clorox cuh,,[[]]
2410,whitepeople,"@greeneyes0084 Because  are bombing the shit out of their homes, schools, hospitals &amp; more, for oil/resources. Sorry you forgot that.",;,"[[], []]"
2411,WhitePeople,I don't even see insults towards white people in the  hashtag. Just white people patting themselves on the back...,;,"[[], []]"
2412,,Unless U stood w/the Panthers back in the day....then u have no idea abt the mvmnt. I MARRIED A PANTHER! Keep urself in ck of what ur saying,panthers; panther;,"[[], [], []]"
2413,,"you show those black people who's boss, champ ",,[[]]
2414,WhitePeople,who never lived during slavery are still paying for slavery. Blacks who never lived during slavery still receiving for slavery,;,"[[], []]"
2415,WhitePeople,invent penicillin,penicillin,[[]]
2416,"BlackPeople, WhitePeople",@CommanderValent Black people spotted in their natural habitat. 👏🏻,;,"[[], []]"
2417,,I thought he was supposed to b eating seaweed like his wife's lunch menu for kids,,[[]]
2418,WhitePeople,The culture  is garden gnomes.,,[[]]
2419,,"You have ""🚫H8"" in your name but you just tweeted a very hateful thing toward white people.

???????",h8;;,"[[], []]"
2420,whitepeople,"It starts with a scarf and ends with no freedom left. Choose Your fate  this is a war.  A religion war, a race war, a world war! ",;;,"[[], [], []]"
2421,"WhitePeople, PeopleDemocratsHate",is trending.  is probably trending too.,;,"[[], []]"
2422,,"I don't know which is more disturbing, the kid as a prop in this picrure or 892 followers with just 20 tweets.",,[[]]
2423,"WhitePeople, Trump, cartoons","Racist liberals, stop the hatred of  who support  &amp; want limited government - … ",,[[]]
2424,WhitePeople,"Hey ,

Don't let anyone tell you that you're worth less because of your skin color.

Oh &amp; you can be ra… ",;;;;,"[[], [], []]"
2425,,"Sorry, I'm not oppressed. ",,[[]]
2426,WhitePeople,invented unicorns,unicorns,[[]]
2427,WhitePeople,"

Have been oppressors &amp; exploiters for centuries. Committed genocide &amp; enslaved POC. Some of us are tr… ",; poc;,"[[], ['poc'], []]"
2428,WhitePeople,"The only colors that matter are: red, white and blue.🇺🇸
 ",;,[[]]
2429,WhitePeople," 
Y'all are truly a mess. ",,[[]]
2430,WhitePeople," created the Internet to give people the free speech to say stupid shit, it's not racist, it's known fact Africans have lower IQ","africans, iq",[['africans']]
2431,WhitePeople,"And to think, this is only the beginning - believe me. Hail victory!

 ",;,"[[], []]"
2432,"WhitePeople, WhitePeople"," - Learn about your ancestors
 - Take Your Greatness Back
… ",;;,"[[], []]"
2433,"WhitePeople, RINOs, draintheswamp",@OMFGNN @SenJohnMcCain Donors own your husband. These donors are mostly .,;,"[[], []]"
2434,Whitepeople,I find it funny liberals point fingers at everyone else for being racist. Then they go make hashtags like  promoting racism.,;,"[[], []]"
2435,,"""Thaaat's Right""...""You Know It's True""...
Wake Up Sheeple &amp; Stop Drinking The Left's ""Fool-Aid"" !!! ",;;,"[[], []]"
2436,,"The Democratic Party today is not the Democratic Party from 100-150 years ago, same with the Republican Party...…","democratic party, republican party",[[]]
2437,WhitePeople,@SonofLiberty357  are often seen giving donations to the homeless- skin color irrelevant... &amp; It's not the libs folks! Wise up &amp; Stop the hating.,;;,"[[], []]"
2438,"mutuals, WhitePeople","It doesn't matter who you are , help love and respect each other  ",,[[]]
2439,WhitePeople,Dear  be proud of Who You Are and never apologize for it.,,[[]]
2440,WhitePeople,"Those tweeting about the greatness of  believe they contributed simply by being white.

They are admitting their privilege.",;,"[[], []]"
2441,WhitePeople,"Dear  please stop seasoning your chicken with water then start complaining about how it's ""too spicy""",,[[]]
2442,Whitepeople,I want to go in the  tag but I'm scared lol,,[[]]
2443,"WhitePeople, Flint","is trending...ok how about this. 
, Michigan has been without clean water for 1,114 days.…",; michigan,"[[], []]"
2444,"WhitePeople, BlackPeople",Btw I grew up in NYC where  both  &amp;  got along &amp; we still do. Democrats are the ones that want us fighting each other,nyc; democrats,"[['democrats'], []]"
2445,WhitePeople,"If you're  and anti- black lives matter, lgbtq+, and planned parenthood, we can't be friends. k bye!",;,"[[], []]"
2446,WhitePeople,If we brand all  as racists we are no different than bigots who brand all Muslims as terrorists.,muslims,[['muslims']]
2447,"WhitePeople, tcot, WhiteGenocide, AltRight, BLM","@RapinBill Why I Hate White People - by Eric Allen Bell 

    ",eric allen bell,[['hate white people']]
2448,WhitePeople,This trend,,[[]]
2449,Whitepeople,When you see  is trending and ur like shit what did we do this time,,[[]]
2450,"DIVERSITY, WhitePeople, WhiteGenocide, StandUpForEurope","🐰 means fewer ,   ",,[[]]
2451,,Sheila Jackson looks good for her age. I guess she was owned by a Democrat because not one Republican owned slaves.…,"sheila jackson; democrat, republican","[[], []]"
2452,,RT When you see it,,[[]]
2453,WhitePeople,stop buzzing us in your flying machines!,,[[]]
2454,WhitePeople,"This group of  is an embarrassment and representative of the ""maga"" crowd: Let's hope they never breed. ",,[[]]
2455,WhitePeople,Can't relate,,[[]]
2456,WhitePeople,Liberals love promoting racism against,,[[]]
2457,WhitePeople,Love yourself,liberals,[[]]
2458,,What,,[[]]
2459,WhitePeople,"Any Dear White People know where I can find some of that  ""PRIVILEGE"" at???",,[[]]
2460,"UFC211, zacbrownbandlive, WangoTango, WhitePeople, CHIvSEA",Ariel Winter Browsin' Houses with BF    Bobby Ryan    Aric,"ariel winter, bobby ryan",[[]]
2461,WhitePeople,cr aged Western civilization and America. They are great people. Why do liberals hate them? I say his as a Latino,america;;liberals; latino,"[[], [], ['america'], []]"
2462,"WhitePeople, wtf"," At least White Power isn't the trend, like who the fuck even started this one :p.. ",,[[]]
2463,,"*murdered millions of native Americans and Africans while forcing the ones who survived to build the foundation of America?
 ","native americans, africans, america","[['native americans', 'africans', 'america']]"
2464,,"I have a dream of a nation that people will not be judged by the color of their skin, but by the content of their c… ",,[[]]
2465,WhitePeople,It's funny how sensitive conservatives are. It takes one hashtag to trigger them.,;,"[[], []]"
2466,,"I bet, the cops don't know about that. ",,[[]]
2467,,the only good thing about this tag trending is that all the closeted racists and homophobes are getting exposed…,,[[]]
2468,,No it's because of the hat,,[[]]
2469,,Goodnight to everyone whose most valuable possession is either their phone or their sneakers.,,[[]]
2470,,Because white supremacy is hilarious.,,[[]]
2471,WhitePeople,"Can someone tell me why  is trending, I'm so confused",,[[]]
2472,WhitePeople,Dear  &amp; Asians. Sorry if ur overqualified to be a doctor but you're simply not getting into med school…,asians;,"[[], []]"
2473,,I'm sorry but what the fuck are you stupid? Let's ask who the fuck enslaved them you disgusting ignorant entitled pig. How dare you,;;,"[[], [], []]"
2474,whitepeople,Me looking at this  💀💀💀,,[[]]
2475,WhitePeople,We have no use for anti-Whites. They hate  but use the White man's inventions daily.,;,"[[], []]"
2476,whitepeople,"I am a white male, and I find all the people using the  hash to be deplorable. Shame.",;,"[[], []]"
2477,whitepeople,"This  loves your tweet! Evolve people. We R all in this together, or we will not survive. This should be an obvious observation. ",;;;,"[[], [], [], []]"
2478,,"Welp, the American government had him murdered, so I we won't be able to test your stupid hypothesis.... ",american government,[['american']]
