ID,HashTags,TweetText,annotation_limited types,ritter_candidates,calai_candidates,stanford_candidates,User
3368,,@DRUDGE_REPORT Help restore #Biafra from BOKO HARAM Nigeria . #Biafrans will NOT vote in #2015Elections . Nigeria expired 31st December 2013 .,"#Biafra,BOKO HARAM,Nigeria,#Biafrans,Nigeria",,['gop'],"house,gop",88weighted
3369,,"Welcome to Monday . If you feel like Hulk , pop down to your local coffee shop , and feel like Yoda again . #Mondays","Hulk,Yoda",,['gop'],"house,gop",88weighted
3370,,#1by1 https://t.co/gDrZMbD21P,,,['gop'],"house,gop",88weighted
3371,,RT @everlovelykai : @seouImates may i love ur eyes it 's so pretty,,,['gop'],"house,gop",88weighted
3372,,Ligo ligo din pag may time,,,['gop'],"house,gop",88weighted
3373,,people you may know,,,['gop'],"house,gop",88weighted
3374,,I have an #essay due on Tuesday that I haven't started on .,,,['gop'],"house,gop",88weighted
3375,,Soon next one is around the corner ? ( CNet ) Why you shouldn't be scared by the ' largest data breach ' ever /,CNet,,['gop'],"house,gop",88weighted
3376,,Do you want to know which were the Trending Topics on Sunday 27 in Belgium ? #trndnl,Belgium,,['gop'],"house,gop",88weighted
3377,,Mon tel il appel trop les gens tout seul,,,['gop'],"house,gop",88weighted
3378,,"Reports : 12 Dead in Navy Yard Shooting ; Suspect Identified as Aaron Alexis , 34",Aaron Alexis,,['gop'],"house,gop",88weighted
3379,,"At least two dead , eight wounded in Detroit shooting : DETROIT ( Reuters ) - Two people died and eight were wound ...","Detroit,DETROIT,Reuters",,['gop'],"house,gop",88weighted
3380,,RT @Seahawks : Thank Goodness It 's Blue Friday ! #TGIBF #12sEverywhere https://t.co/AqFAHNFKbH,,,['gop'],"house,gop",88weighted
3381,,Series hosted by Jane Seymour shooting in Detroit area - Emmy ... #DetroitPublicTelevision #GoldenGlobe #JaneSeymour,"Jane Seymour,Detroit,Emmy",,['gop'],"house,gop",88weighted
3382,,RT @Joe_Sugg : I've had so much fun relaxing/taking a break in Koh Samui I've totally forgotten tomorrow is #SUGGSUNDAY eeeek sorry,,,['gop'],"house,gop",88weighted
3383,,RT @biebshatesit : my birthday is gonna be in 4 months y'all I'm gonna be 18 . eight ducking teen ( dec 30th mark y'all 's calendars ),,,['gop'],"house,gop",88weighted
3384,,"#3Novices : The orderly system needs a relook https://t.co/Gq3geEnKRP December 07 , 2015 at 05:46 AM #India #news #OnlineMedia #android",#India,,['gop'],"house,gop",88weighted
3385,,RT @arshiya_raza : :) ) #HBDRazaAkram https://t.co/wb5A7lFffE,,,['gop'],"house,gop",88weighted
3386,,RT @NBA : How'd that go in !?! .. the TOP 10 CIRCUS SHOTS from November ! #NBATop10 https://t.co/RDyT0AmA10,,,['gop'],"house,gop",88weighted
3387,,#Vodafone has admitted a breach occurred and customer bank details were stolen . Via @ZDnet,#Vodafone,,['gop'],"house,gop",88weighted
3388,,Third arrest made in TalkTalk breach,TalkTalk,,['gop'],"house,gop",88weighted
3389,,Ooooo anyone wanna go see dc4c show with me in September ?,,,['gop'],"house,gop",88weighted
3390,,"RT @JBCrewdotcom : Another fan taken video of Justin Bieber in Los Angeles , California . ( August 4 )","Justin Bieber,Los Angeles,California",,['gop'],"house,gop",88weighted
3391,,@BradleyBakerr plus you'll still be pale sat in the coffee shops all day ha,,,['gop'],"house,gop",88weighted
3392,,"STATE OF HAWAII LIVE RADAR IMAGE - SATURDAY , MAY 16TH",STATE OF HAWAII,,['gop'],"house,gop",88weighted
3393,,"13 reported dead , 20 injured in shooting at Umpqua Community College in Roseburg ; male gunman dead : … #UCCShooting","Umpqua Community College,Roseburg",,['gop'],"house,gop",88weighted
3394,,@AceConcierge @VAinParadise @PrimoAssistance Good Friday Morning !,,,['gop'],"house,gop",88weighted
3395,,"New York Today : New York Today : Scents and Sensibility : Thursday : A scented technicality , rainy weather , and h ... https://t.co/GEvyLhcAvf","New York Today,New York Today",,['gop'],"house,gop",88weighted
3396,,@andyserling I know I'll be there next Friday !!! But I thought I would make it fun .. And no doubt hall will have lead,,,['gop'],"house,gop",88weighted
3397,,You may hold onto unexpressed ideas that are difficult to brin ... More for Gemini,Gemini,,['gop'],"house,gop",88weighted
3398,,@pravin3015 bukan dia takleh shine without sun ke ?,,,['gop'],"house,gop",88weighted
3399,,"threatpost : Tough couple of weeks for Linode customers , whose passwords have been reset after a breach , DDoS attac…",Linode,,['gop'],"house,gop",88weighted
3400,,RT @NiallSuitAndTie : The difference from May to December https://t.co/3qbrS0Ybwf,,,['gop'],"house,gop",88weighted
3401,,Teachers reply was perfect to this threatening 6th grade girl . ( Click to Enlarge) .,,,['gop'],"house,gop",88weighted
3402,,RT @justinbieber : #BIEBERWEEK starts on @TheEllenShow tomorrow ! #PURPOSE ON FRIDAY !! https://t.co/H797XW66WV,,,['gop'],"house,gop",88weighted
3403,,Troy Ave - June 5th - #HipHopRap,Troy Ave,,['gop'],"house,gop",88weighted
3404,,"STAPLES Black Friday 2015 Ads , Flyers , Deals , Coupons , Rumors and Cyber Monday 2015 Deals : https://t.co/mWRXjAdVW1 #blackfriday #deals","STAPLES,Black Friday,Cyber Monday",,['gop'],"house,gop",88weighted
3405,,RT @exoklmxone : Asta TV magazine August issue cr : 94hun_21chen,Asta TV magazine,,['gop'],"house,gop",88weighted
3406,,@giriblobyblo this thursday ????,,,['gop'],"house,gop",88weighted
3407,,#Sheffield #Deal Ticket to the First Utility Super League Grand Final at Old Trafford on 10th October,"#Sheffield,First Utility Super League Grand Final,Old Trafford",,['gop'],"house,gop",88weighted
3408,,Someone remind me that I have a nail app tomorrow @4,,,['gop'],"house,gop",88weighted
3409,,december is really amazing though . like . looks at the long list of couples .,,,['gop'],"house,gop",88weighted
3410,,IRS : Computer breach bigger than first thought *NOT #Anonymous News,"IRS,#Anonymous",,['gop'],"house,gop",88weighted
3411,,"RT @bismakarisma : "" Life is not about power or money - it is about enthusiasm and gratitude ."" Happy Sunday !",,,['gop'],"house,gop",88weighted
3412,,"RT @MartinaOppel : May 20 : Justin with Jayde Pierce at Equinox gym in West Hollywood , CA . ( 23-26 )","Justin,Jayde Pierce,Equinox gym,West Hollywood,CA",,['gop'],"house,gop",88weighted
3413,,"@projectmichi yeah *^* it 's so cool .... about that , hopefully i can apply for a credit card this coming July",,,['gop'],"house,gop",88weighted
3414,,@cpeluso heeeeey just wanted to know if you're on next Saturday ( 28th ) ??? xxx,,,['gop'],"house,gop",88weighted
3415,,"Three Dead , 5 Injured in ' Gang-Related ' Omaha Shooting : Three people were killed and five people were injured ...",Omaha,,['gop'],"house,gop",88weighted
3416,,"[ PCWrld ] Zendesk security breach affects Twitter , Tumblr , and Pinterest users","PCWrld,Zendesk,Twitter,Tumblr,Pinterest",,['gop'],"house,gop",88weighted
3417,,Scioscia expects ' big year ' from Wilson after rough ' 14 : Angels manager Mike Scioscia said Tuesday he 's expect ...,"Scioscia,Wilson,Angels,Mike Scioscia",,['gop'],"house,gop",88weighted
3418,,… : Data Security Breach at Middlesex Hospital : 946 Patients Impacted #DataBreach #ALERT,Middlesex Hospital,,['gop'],"house,gop",88weighted
3419,,@BroomyGraphics 10th november,,,['gop'],"house,gop",88weighted
3420,,Here is a little taste of what you can expect to see on stage at the Hettinger 4th of July Celebration ! We're...,Hettinger 4th of July Celebration,,['gop'],"house,gop",88weighted
3421,,Division Beta in December ?! Awesome,Division,,['gop'],"house,gop",88weighted
3422,,"null https://t.co/S2S68VOOPI December 20 , 2015 at 03:06 PM",,,['gop'],"house,gop",88weighted
3423,,@CharlesSoule Great documentary . I may or may not have cried .,,,['gop'],"house,gop",88weighted
3424,,"RT @BobOngQuotes : I just hope tomorrow when I wake up , everything 's gonna be okay and better .",,,['gop'],"house,gop",88weighted
3425,,Milwaukee Wisconsin tomorrow !,,,['gop'],"house,gop",88weighted
3426,,The rail companies are hypocrites ! Even if the strikes are off on Monday all SE London terminuses are closed for engineering works .,SE London,,['gop'],"house,gop",88weighted
3427,,"My Dec tweets of the month , featuring a profound 1 about how history would be diff . if Yoko had fallen for Moe ... https://t.co/W30BRSEisu","Yoko,Moe",,['gop'],"house,gop",88weighted
3428,,"EDM BEAST NEWS Alison Brie - At the 2015 Met Gala held at the Metropolitan Museum of Art on Monday , May 4 in New Y ...","Alison Brie,2015 Met Gala,Metropolitan Museum of Art",,['gop'],"house,gop",88weighted
3429,,"not down for school this tomorrow , so much going on . I just want to stay in bed &amp; cry all day",,,['gop'],"house,gop",88weighted
3430,,"Police arrest 22-year-old Dayron Willis , of Stamford , in connection with nightclub shooting that injured 5 #NewYork","Dayron Willis,Stamford,#NewYork",,['gop'],"house,gop",88weighted
3431,,Wendy 's looks into claims of a credit card data breach by #NextDoorNerd,Wendy 's,,['gop'],"house,gop",88weighted
3432,,May sakit si baeby baste ? Get well soon baby #ALDUBMoreThanWords https://t.co/WBjwl9opcC,,,['gop'],"house,gop",88weighted
3433,,"RT @SwiftBulletin : Taylor at the Omnia Nightclub in Las Vegas , Nevada - December 31 , 2015 #1 https://t.co/bdWxTHs5xM","Taylor,Omnia Nightclub,Las Vegas,Nevada",,['gop'],"house,gop",88weighted
3434,,Last week we went tropical for that tropical weather ! Sunday we are Back w new floats #RSVP,,,['gop'],"house,gop",88weighted
3435,, UCLA Med Center : A 4th person hurt in Santa Monica College shooting is in good condition . ,"UCLA Med Center,Santa Monica College",,['gop'],"house,gop",88weighted
3436,,That 's my daddy https://t.co/N5ClxDG9z8,,,['gop'],"house,gop",88weighted
3437,,Of course RT @afagerbakke : Shooting suspect in #Chattanooga identified as Muhammad Youssef Abdulazeez . I'm shocked .,"#Chattanooga,Muhammad Youssef Abdulazeez",,['gop'],"house,gop",88weighted
3438,,If I don't make it back before the sun all you have to do it run just promise me you'll run and don't look back,,,['gop'],"house,gop",88weighted
3439,,"#Touchnote , the postcard-producing #Android app , offers info after a recent data #breach . https://www.touchnote.com pic.twitter.com/MuscZsa0DY","#Touchnote,#Android",,['gop'],"house,gop",88weighted
3440,,Kmart Australia hit by customer data breach including names and addresses : Kmart Australia has called in the p ...,"Kmart Australia,Kmart Australia",,['gop'],"house,gop",88weighted
3441,,Just played : Cuts of youth ( Razor Love ) - The Kissaway Trail - Breach . mp3(unknown ),"Cuts of youth ( Razor Love ),The Kissaway Trail,Breach",,['gop'],"house,gop",88weighted
3442,, tell your dad I'm coming over after school tomorrow to play with your dog  @rhyannrebus,,,['gop'],"house,gop",88weighted
3443,,"On another hand , Mayim will be guesting on Access Hollywood Live tomorrow !","Mayim,Access Hollywood Live",,['gop'],"house,gop",88weighted
3444,,"RT @MisisBanateraPH : KAIBIGAN KA LANG , kaya wag kang sensitive pag may kasama siyang iba .",,,['gop'],"house,gop",88weighted
3445,,"#DIIME_LOCO 2 Dead , 5 Injured in Miami Shooting : At least two people are dead and five others were injured in ...",Miami,,['gop'],"house,gop",88weighted
3446,,@TLRailUK shocking shower of shit . You couldn't run a fucking bath ! Wonder if we'll get a rebate in January ? Naaa 10% price hick instead,,,['gop'],"house,gop",88weighted
3447,,The shooting tonight at the club in San Jose #chrisbrown All fun in games till come in to play https://vine.co/v/ODuLhUeDmlB,San Jose,,['gop'],"house,gop",88weighted
3448,,". #HyukBestMaknae September 16 , 2015 at 09:53 PM",,,['gop'],"house,gop",88weighted
3449,,"@null Senin , 06 April 2015 Jam 06:31 : 21",,,['gop'],"house,gop",88weighted
3450,,@NDBTBrian SocialSponsoring may come in handy in that case ?,,,['gop'],"house,gop",88weighted
3451,,@beedakun Weh ?! Sain mo man naaraman oy para blueprint daw jan hahaha,,,['gop'],"house,gop",88weighted
3452,,RT @nature_org : What is a watershed ? Virtual Field Trip LIVE @nature_org April 8 ( gr . 3-8 ) #edchat #edtech #mschat,,,['gop'],"house,gop",88weighted
3453,,"RT @babetexts : august , september , halloween , thanksgiving , christmas","halloween,thanksgiving",,['gop'],"house,gop",88weighted
3454,,RT @exidpluslfans : [ INFO ] #EXID to perform at the K Festival at Incheon Asiad Main Stadium on Sept . 11th,"#EXID,K Festival,Incheon Asiad Main Stadium",,['gop'],"house,gop",88weighted
3455,,RT @pinkbased : shit it 's saturday .. i'm sad,,,['gop'],"house,gop",88weighted
3456,,Can't wait for October,,,['gop'],"house,gop",88weighted
3457,,Nvm I guess tomorrow . Want other friends to go too,,,['gop'],"house,gop",88weighted
3458,,5 amazing followers in the last day and there will be more tomorrow . Growing with https://t.co/7IoMnALdV9,,,['gop'],"house,gop",88weighted
3459,,"Amazon Kindle Fire 1st Generation 8GB , Wi-Fi , 7in - Black - Full read by eBay",Amazon Kindle Fire 1st Generation 8GB,,['gop'],"house,gop",88weighted
3460,,#Colocation European data centre services provider Interxion suffers breach : A vulnerability present in the cu ...,Interxion,,['gop'],"house,gop",88weighted
3461,,"Peringatan "" May Day "" Bengkalis dilakukan dengan penghijauan",May Day,,['gop'],"house,gop",88weighted
3462,,RT @FreddyAmazin : A 3rd grade teacher in Colorado started a project to get to know her students better ... wow,Colorado,,['gop'],"house,gop",88weighted
3463,,"Shooting at Washington Navy Yard At least 12 people are killed and four others injured , in …",Washington Navy Yard,,['gop'],"house,gop",88weighted
3464,,RT @infzer0 : JKT48 @ Kota Kasablanca ( 5th December 2015 ) - Nat https://t.co/VNjmEVN6lI,,,['gop'],"house,gop",88weighted
3465,,"TalkTalk cyber breach , expert comments for organisations and advice if you've been affected ;",TalkTalk,,['gop'],"house,gop",88weighted
3466,,RT @TypicalMinions : november be like https://t.co/zMUJDb8waE,,,['gop'],"house,gop",88weighted
3467,,Def going to the Blue Flame or Magic City after the W tomorrow,"the Blue Flame,Magic City",,['gop'],"house,gop",88weighted
3468,,"I stared up at the sun , thought of all of the people , places and things I've loved",,,['gop'],"house,gop",88weighted
3469,,@onefanrectionx TOMORROW xxx,,,['gop'],"house,gop",88weighted
3470,,How am I going to pass a maths exam ? Tomorrow ? I don't even know anything ...,,,['gop'],"house,gop",88weighted
3471,,RT @alvic111826 : ITS JUST SPEECHLESS . THE POWER OF TWO #ALDubEBTamangPanahon https://t.co/QeTbndsshD,,,['gop'],"house,gop",88weighted
3472,,RT @LanaDelRey : ' High By The Beach ' Coming August 10th,High By The Beach,,['gop'],"house,gop",88weighted
3473,,"Toledo weather on October 10 , 2015 - 10/10/2015",,,['gop'],"house,gop",88weighted
3474,,"RT @FreestyIeRaps : Dr . Dre 's new album featuring Kendrick , Eminem , Snoop Dogg &amp; more drops this Friday","Dr . Dre 's,Kendrick,Eminem,Snoop Dogg",,['gop'],"house,gop",88weighted
3475,,In Pawnee ! LSA ( 5-4 ) vs . Pawnee ( 8-1 ) 1st round playoff match less than 20 min . away !,"Pawnee,LSA,Pawnee",,['gop'],"house,gop",88weighted
3476,,New Jersey Online Poker Market ( Barely ) Treads Water In July,,,['gop'],"house,gop",88weighted
3477,,RT @MelissaPonzio1 : 7 ....... Happy #MoonDay ....... #TeenWolfSeason5 ....... next monday it will be here !!!!!!! #TeenWolf YAY !!!!!!!,#TeenWolf,,['gop'],"house,gop",88weighted
3478,,CIA officers pulled from China because of OPM breach #opm #breach #opsec,"CIA,China,OPM",,['gop'],"house,gop",88weighted
3479,,-Stays close to @NoxiousPsycho for the night ( possibly tomorrow ) whimpering every now and again in his sleep . - #VampDannyOffline,,,['gop'],"house,gop",88weighted
3480,,#shoes Nike Foamposites Pro October Red Size 10,Nike Foamposites Pro October Red Size 10,,['gop'],"house,gop",88weighted
3481,,Financiele agenda Belgie tot en met 7 september,,,['gop'],"house,gop",88weighted
3482,,Weekly Barometric Pressure Wed Oct 21 07:15 : 10 AEDT 2015 https://t.co/O3GHfeu80Q,,,['gop'],"house,gop",88weighted
3483,,RT @MaineAlden16 : #ALDUBTheRing https://t.co/Mo8Fb3QNLP,,,['gop'],"house,gop",88weighted
3484,,RT @JulianAutor3 : Have A Bless Monday MiKenJo :) @mikenjobaes @medrano_kenneth @joelpalencia1 @miggytolentino7 #MiKenJoWalangBibitiw,MiKenJo,,['gop'],"house,gop",88weighted
3485,,"San Jose #weather on September 14 , 2015 - 09/14/2015",San Jose,,['gop'],"house,gop",88weighted
3486,,Excited about Saturday !,,,['gop'],"house,gop",88weighted
3487,,"#Conference : 27 Jul 2015 - International Conference on Logistics , Informatics and Service Sciences ( LISS )","International Conference on Logistics , Informatics and Service Sciences,LISS",,['gop'],"house,gop",88weighted
3488,,This Saturday we live @ TIKI BAR YULEE FL #IGOTMYPEOPLEWITMEBASH MUSIC BY #GETBUCDJS &amp; #Alliance Djs OWN DJ Yung ...,"TIKI BAR,YULEE,FL",,['gop'],"house,gop",88weighted
3489,,3rd Paint Session 3 : https://t.co/8TYj4ABEHl via @YouTube,,,['gop'],"house,gop",88weighted
3490,,"SBM 401SO Battery=48% , Status =d ischarging Dec 13 , 2015 7:00 : 54 PM #tweetbatt",,,['gop'],"house,gop",88weighted
3491,,I wish tomorrow was Friday,,,['gop'],"house,gop",88weighted
3492,,ptdr les oib espagnol dans mon lycee ya pa pire forceur ljour dla fete nationale i gueulait de partout ison ramener leur drapeau gave chiant,,,['gop'],"house,gop",88weighted
3493,,"Wth "" @ABC : #SanBernardino shooting site is facility for care of people with developmental disabilities : """,#SanBernardino,,['gop'],"house,gop",88weighted
3494,,"July 23 , 2015 at 03:19 AM",,,['gop'],"house,gop",88weighted
3495,,"RT @jeromegodefroy : Les catholiques , ces fondamentalistes assassins : https://t.co/TQ80d9pmHQ",,,['gop'],"house,gop",88weighted
3496,,#Mumbai Aug 09 03:10 Temperature 26C drizzle Wind NE 6 km/h Humidity 95% India ..,"#Mumbai,India",,['gop'],"house,gop",88weighted
3497,,RT @iLoveMee_ : BISH IM NOT BOUT TO PLAY .!!!! You betta wait til after September .! Lol . https://t.co/80mNndOUfN,,,['gop'],"house,gop",88weighted
3498,,"TalkTalk data breach hit 155,000 customers #TCSITWiz",TalkTalk,,['gop'],"house,gop",88weighted
3499,,"Notification : Now On BBC One : Eastenders 08:00 PM - 08:30 PM @ Mon Aug 3 , 2015 8pm - 8:30 pm ( . )",BBC One,,['gop'],"house,gop",88weighted
3500,,RT @Paristeamfr : C'est Leo qui le dit #MerciPapus https://t.co/yJkKn3J2V3,,,['gop'],"house,gop",88weighted
3501,,RT @Mabine_Seabe : eNCA is showing ' Miners Shotdown ' on Sunday at 19h00 .,"eNCA,Miners Shotdown",,['gop'],"house,gop",88weighted
3502,,Back home from UNC hospital Cardiology . Praising God for Peace of mind he gave through your prayers . May you be ...,UNC hospital,,['gop'],"house,gop",88weighted
3503,,Yung tipong hirap na hirap na nga ko paniwalain mga nasa panaginip ko na may nakita akk tas ngayon maloloka nko pag gising ko,,,['gop'],"house,gop",88weighted
3504,,Livestream security breach may have exposed customer data - Los Angeles Times #breach …,"Livestream,Los Angeles Times",,['gop'],"house,gop",88weighted
3505,,"RT @Harry_Styles : @gottabepoo I will be thinking of you tomorrow , wishing you luck . I hope I get to meet you soon . All the love . H",,,['gop'],"house,gop",88weighted
3506,,Looking forward to speaking at the Open Data Science Conf . in Boston May 30-31 ! Early bird tickets here : #ODSC,"Open Data Science Conf .,Boston",,['gop'],"house,gop",88weighted
3507,,RT @ozzaaayy : Don't even want to attend school tomorrow .,,,['gop'],"house,gop",88weighted
3508,,RT @TheBizzleStyle : Justin and selena 20th November 2011 vs 20th November 2015 #MTVStars Justin Bieber https://t.co/Ze3NJ5ih8M,"Justin,selena,Justin Bieber",,['gop'],"house,gop",88weighted
3509,,You may be misled today by someone you trust . Although no one ... More for Leo,Leo,,['gop'],"house,gop",88weighted
3510,,RT @grannywinkle : Me at school tomorrow https://t.co/xsPjWyl6Tq,,,['gop'],"house,gop",88weighted
3511,,RT @GatorsFB : #INTERCEPTION #TOUCHDOWN #PICKSIX 2nd touchdown of the season for Jalen Tabor .,Jalen Tabor,,['gop'],"house,gop",88weighted
3512,,@kygo247 i can post some vids and pics tomorrow :),,,['gop'],"house,gop",88weighted
3513,,@tweetinomglol @WhitlockJason True that . Hitler is the most analyzed figure of the 20th century .,Hitler,,['gop'],"house,gop",88weighted
3514,,"(#Johan_Stars_07 ) 1 Dead , 6 Hurt in Sacramento Park Shooting",Sacramento Park,,['gop'],"house,gop",88weighted
3515,,"Great ."" @StylesModise : @MatetelaneFusi 22 march """,,,['gop'],"house,gop",88weighted
3516,,"null June 25 , 2015 at 01:20 AM #SONNYGANTENG",,,['gop'],"house,gop",88weighted
3517,,Photo : horanbum : August 2 Pittsburgh,Pittsburgh,,['gop'],"house,gop",88weighted
3518,,RT @seaweed115B : Thanks for the recent follow @shad_as @emgoreun @HoroscopeMGWV @whillybermudez Happy to connect :) have a great Tuesday .,,,['gop'],"house,gop",88weighted
3519,,RT @SkyFootball : Here 's Arsenal 's most-injured XI of the 21st Century :,Arsenal,,['gop'],"house,gop",88weighted
3520,,En didi de mon lit :p,,,['gop'],"house,gop",88weighted
3521,,My dads planning a trip to take Taylor to Disney in March because when we went as a fam she was too little to remember ... I am so upset .,"Taylor,Disney",,['gop'],"house,gop",88weighted
3522,,@kchnyl jan lupa makan nde,,,['gop'],"house,gop",88weighted
3523,,RT @Hobbley : Pulling all nighters every Sunday is becoming a part of who I am,,,['gop'],"house,gop",88weighted
3524,,Our thoughts and prayers are with those affected by the San Bernardino shooting .,San Bernardino,,['gop'],"house,gop",88weighted
3525,,RT @DownsSideUp : Will you be wearing your #lotsofsocks tomorrow for World Down 's Syndrome Day ? Natty is !,"World Down 's Syndrome Day,Natty",,['gop'],"house,gop",88weighted
3526,,November is the best month ! - 6th Nov = Black Ops 3 - 8th Nov = My birthday - 13th Nov = @Logic301 's album is released RT if you agree !,Black Ops 3,,['gop'],"house,gop",88weighted
3527,,UCLA Health System data breach affects 4.5 million patients … #EMM,UCLA Health System,,['gop'],"house,gop",88weighted
3528,,Midnight #mta 14th Street #Nyc https://t.co/MhMD71etMR,#Nyc,,['gop'],"house,gop",88weighted
3529,,RT @Aravind8 : NRIs may cast e-votes in Bihar election via @timesofindia,"NRIs,Bihar",,['gop'],"house,gop",88weighted
3530,,Well .. I do my 5th fact hehe natbynature @thebethphoenix https://t.co/ti6kTleR16,,,['gop'],"house,gop",88weighted
3531,,Yahoo News Tech : Wendy 's looks into claims of a credit card data breach,"Yahoo News Tech,Wendy 's",,['gop'],"house,gop",88weighted
3532,,U2 concert evacuated in Stockholm after ‘security breach’ … via @IrishTimesWorldpic .twitter.com/1V5wfGPWMO,"U2,Stockholm",,['gop'],"house,gop",88weighted
3533,,@iycrtylph thanks ! I'll check it out tomorrow,,,['gop'],"house,gop",88weighted
3534,,null https://t.co/7EO0Pm0tgu,,,['gop'],"house,gop",88weighted
3535,,RT @ANGLOLANIDORA : Oh organic tweets lahat yan ah baka may masabi na naman ang iba jan #ALDubEBTamangPanahon,,,['gop'],"house,gop",88weighted
3536,,(#Yeremiito21 ) 7 people injured in Indianapolis shooting : ( Via @Yeremiix3 ),Indianapolis,,['gop'],"house,gop",88weighted
3537,,Supporters die al een thuisshirt hebben gekocht kunnen het om wisselen voor het actuele shirt . Dit is mogelijk tot en met 20 november 2015 .,,,['gop'],"house,gop",88weighted
3538,,"Prayers going out to the victims of the San Bernardino shooting , can't understand what drives a group of people to do something so vile .",San Bernardino,,['gop'],"house,gop",88weighted
3539,,@pyjanbean @nursyasya_13 hukhuk ya semua sekali la jan,,,['gop'],"house,gop",88weighted
3540,,"It is now 03:40 AM on Sunday , December 27 , 2015 ( US/Eastern) .",,,['gop'],"house,gop",88weighted
3541,,RT @bryanpace1 : Peter Hutchings funeral itinerary for Tuesday 29th Dec 11 at moravians church 12 O'clock at Duki crem . 1pm at the club,"Peter Hutchings,moravians church,Duki crem",,['gop'],"house,gop",88weighted
3542,,RT @DoublexDown : Fuck Black Friday . They would replace Christmas with it if they could,"Black Friday,Christmas",,['gop'],"house,gop",88weighted
3543,,Just played : Reach For The Dead - Boards of Canada - Tomorrow 's Harvest(Warp ),"Reach For The Dead,Boards of Canada,Tomorrow 's",,['gop'],"house,gop",88weighted
3544,,Leo March 2015 Astrology Forecast - Barbara Goldsmith #staged,"Leo,Barbara Goldsmith",,['gop'],"house,gop",88weighted
3545,,"#news : University of Virginia announces breach , says attack came from China","University of Virginia,China",,['gop'],"house,gop",88weighted
3546,,"March 15 , 2015 at 01:09 AM #VoteLeePaceVillain #KCA",,,['gop'],"house,gop",88weighted
3547,,Pinaka nakakainis talaga yung saturday class eh : 3,,,['gop'],"house,gop",88weighted
3548,,RT @chenIoves1d : If someone asks be about zayn tomorrow at school I'll lose it and cry in front of everyone,zayn,,['gop'],"house,gop",88weighted
3549,,"20 high quality well written comments up to 200 characters for $5 #fiverr May 01 , 2015 at 02:01 PM",,,['gop'],"house,gop",88weighted
3550,,David Rodriguez ran 4:16 . 9 HT and was 7th or 8th !,David Rodriguez,,['gop'],"house,gop",88weighted
3551,,Snapchat update planned after user breach - USA TODAY,"Snapchat,USA TODAY",,['gop'],"house,gop",88weighted
3552,,"The guy at taco bell told me "" see you tomorrow "" when hanging me my food",taco bell,,['gop'],"house,gop",88weighted
3553,,2 Brothers On The 4th Floor - ' I Can &amp; apos ; t Help Myself ' #nowplaying,"2 Brothers On The 4th Floor,I Can &amp; apos ; t Help Myself",,['gop'],"house,gop",88weighted
3554,,RT DDoS attacks intensified in first half of 2014 via @CNET #ddos #breach #infosec,,,['gop'],"house,gop",88weighted
3555,,"You may set off for an emotional journey now , even if you don'... More for Aries",Aries,,['gop'],"house,gop",88weighted
3556,,Keller Rohrback investigates data breach at Excellus BlueCross BlueShield … …,"Keller Rohrback,Excellus BlueCross BlueShield",,['gop'],"house,gop",88weighted
3557,,"I correctly predicted Liverpool would finish 6th this season , before a ball was kicked - and am delighted . Hopefully BR is removed .",,,['gop'],"house,gop",88weighted
3558,,"MAY ME , MP , AT R . PAPER P AKONG KELANGAN IPASA BUKAS . ANONG GINAGAWA KO ? ETO , NANONOOD NG THAT THING CALLED TADHANA . HAHA SAYA .",,,['gop'],"house,gop",88weighted
3559,,RT @camerondallas : So happy it 's Saturday,,,['gop'],"house,gop",88weighted
3560,,LIVE VIDEO : President Obama speaks on #ChattanoogaShooting pic.twitter.com/FzuK7XkZEO,President Obama,,['gop'],"house,gop",88weighted
3561,,"#breakingnews Two dead , many hurt in Miami shooting via @breakingnewsie",Miami,,['gop'],"house,gop",88weighted
3562,,https://t.co/5LbazFgVCP #shoes NEW ADIDAS JS WINGS JEREMY SCOTT SUN RAINBOW POPPY G61380 Size 10.5 Authentic https://t.co/9kXS5oTEdl,ADIDAS JS WINGS JEREMY SCOTT SUN RAINBOW POPPY G61380,,['gop'],"house,gop",88weighted
3563,,You're more contemplative now that the Sun and Mars are sparri ... More for Cancer,"Mars,Cancer",,['gop'],"house,gop",88weighted
3564,,"@null Hari ini hari Selasa , Tanggal 07 Bulan April Tahun 2015 Jam 08:22 : 55",,,['gop'],"house,gop",88weighted
3565,,Sushi Wednesday at Lund's. #seeyouthere,Sushi Wednesday,,['gop'],"house,gop",88weighted
3566,,"Sony hack is a serious breach of national security , US says #microsoft pic.twitter.com/NU2VO5Al8W ""","Sony,US",,['gop'],"house,gop",88weighted
3567,,RT @MisterHugotero : May mga kaibigan ka talagang magbabago you just have to accept it .,,,['gop'],"house,gop",88weighted
3568,,"@Little_Yokai On est tous seuls , je pourrai crier et pleurer toute seule dans mon coin et qund les gens viendront , je leur dirait que ...",,,['gop'],"house,gop",88weighted
3569,,"RT @flobots : Our goal is 1,000 supporters ( of any pledge level ) by next Tuesday . Can you help ? https://t.co/ZG7NmdXpbk #noenemies",,,['gop'],"house,gop",88weighted
3570,,"Scam of the day – October 31 , 2015 – TalkTalk data breach update …",TalkTalk,,['gop'],"house,gop",88weighted
3571,,3rd local biopharm firm files IPO plans in past month https://t.co/ryKzMJj82E,IPO,,['gop'],"house,gop",88weighted
