,2nd Iteration Candidates,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,index,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
4043,,problems,[],[],0.0,WhitePeople,,nan,[],0,[],2018-02-20 22:54:52.833605,2097,TheFactualGamer
4044,,Page again.,['page'],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:52.833785,72,DonnaJo1002
4045,,Poor guy…,[],[],0.0,nan,,,[],1,[],2018-02-20 22:54:52.833785,72,DonnaJo1002
4046,,"We are so, so spoiled from here on out ..",[],[],0.0,UFC211,,,"['edgar', 'ppv']",0,[],2018-02-20 22:54:52.834143,2997,AndyBanson
4047,,Edgar.,[],[],0.0,UFC211,,nan,"['edgar', 'ppv']",1,[],2018-02-20 22:54:52.834143,2997,AndyBanson
4048,,Yair.,['edgar'],[],0.0,UFC211,,nan,"['edgar', 'ppv']",2,[],2018-02-20 22:54:52.834143,2997,AndyBanson
4049,,NEXT on PPV,['yair'],[],0.0,UFC211,,nan,"['edgar', 'ppv']",3,[],2018-02-20 22:54:52.834143,2997,AndyBanson
4050,,Oh wait...,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:52.834742,2557,RedPilled88
4051,,Truth starting to be told.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:52.835037,459,ronaldayo78
4052,,Keep going.,[],[],0.0,nan,,,[],1,[],2018-02-20 22:54:52.835037,459,ronaldayo78
4053,,On The Loose via @chxudry.,['on the loose'],[],0.0,WangoTango,,Loose::*2*||,[],0,[],2018-02-20 22:54:52.835495,1992,analuiza13792
4054,,"Oh, what a fun time reconciliation will be.",[],['msm'],0.0,nan,,,[],0,[],2018-02-20 22:54:52.835930,556,phpress
4055,,"Corrupt pigs benefiting from 2-party MSM fawns selling BS to people who trust them, negotiating.",['msm'],['msm'],0.0,nan,,2-party MSM::*4*5*||,[],1,[],2018-02-20 22:54:52.835930,556,phpress
4056,,He actually was not even an Australian.,['australian'],[],0.0,nan,,Australian::*6*||,[],0,[],2018-02-20 22:54:52.836849,1363,GreenEpidemic
4057,,Dear  be proud of Who You Are and never apologize for it.,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:52.837366,2439,DumDems
4058,,Thank you @RepThomasMassie for voting no on,[],[],0.0,AHCA,,,[],0,[],2018-02-20 22:54:52.837839,578,twilabrase
4059,,I'm good.,[],['rt'],0.0,UFC211,,,[],0,[],2018-02-20 22:54:52.838234,2879,TrizzyTray_
4060,,RT @MMAFighting: Oh my.,[],['rt'],0.0,UFC211,,,[],1,[],2018-02-20 22:54:52.838234,2879,TrizzyTray_
4061,,(@allelbows),[],['rt'],0.0,UFC211,,,[],2,[],2018-02-20 22:54:52.838234,2879,TrizzyTray_
4062,,"""House Democrats Wave &amp; Sing ""HEY HEY HEY GOODBYE"" To Republicans After Obamacare Repeal Vote""","['house democrats', 'republicans', 'obamacare']",[],0.0,nan,,House Democrats Wave::*0*1*2*||Sing::*4*||GOODBYE::*8*||Republicans::*10*||Obamacare Repeal Vote::*12*13*14*||,['hey hey hey goodbye'],0,[],2018-02-20 22:54:52.838749,937,ElectPiperFogle
4063,,There is a lot going on in Jorge Masvidal's head.,['jorge masvidal'],"['jorge masvidal', 'head']",0.0,UFC211,,Jorge Masvidal's::*7*8*||,['jorge masvidal'],0,['jorge'],2018-02-20 22:54:52.839910,2576,TomSunderland_
4064,,"I wouldn't want to meet him in a field full of police, never mind a dark alley.",[],"['jorge masvidal', 'head']",0.0,UFC211,,,['jorge masvidal'],1,['jorge'],2018-02-20 22:54:52.839910,2576,TomSunderland_
4065,,Damnnn Yair took a beating.,['yair'],[],0.0,nan,,,"['damnnn yair', 'canelo']",0,"['damnnn yair', 'canelo']",2018-02-20 22:54:52.840995,2881,Swiingin
4066,,Hell be back and maybe he can still be bigger then Canelo some day.,['canelo'],[],0.0,nan,,Canelo::*11*||,"['damnnn yair', 'canelo']",1,"['damnnn yair', 'canelo']",2018-02-20 22:54:52.840995,2881,Swiingin
4067,,Just not today…,[],[],0.0,nan,,nan,"['damnnn yair', 'canelo']",2,"['damnnn yair', 'canelo']",2018-02-20 22:54:52.840995,2881,Swiingin
4068,,Wait.,[],['a special prosecutor'],0.0,nan,,nan,[],0,['trump'],2018-02-20 22:54:52.841990,2165,BBindib
4069,,Wait.,[],['a special prosecutor'],0.0,nan,,nan,[],1,['trump'],2018-02-20 22:54:52.841990,2165,BBindib
4070,,Look over here.,[],['a special prosecutor'],0.0,nan,,nan,[],2,['trump'],2018-02-20 22:54:52.841990,2165,BBindib
4071,,Trump put Russian dressing on his salad!!!,"['trump', 'russian']",['a special prosecutor'],0.0,nan,,Russian::*2*||,[],3,['trump'],2018-02-20 22:54:52.841990,2165,BBindib
4072,,Let's get a special prosecutor because nothing else bad is happening,[],['a special prosecutor'],0.0,nan,,,[],4,['trump'],2018-02-20 22:54:52.841990,2165,BBindib
4073,,No surprise that Tang is in office and   is trending.,['tang'],[],0.0,"WhitePeople, lynching",,Tang::*3*||,['tang'],0,['tang'],2018-02-20 22:54:52.843014,2173,DaKcStork
4074,,I am sure next week  will be on top,[],[],0.0,"WhitePeople, lynching",,,['tang'],1,['tang'],2018-02-20 22:54:52.843014,2173,DaKcStork
4075,,Liberals policies have enslaved minorities to the state.,['liberals'],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:52.843830,2239,dianedavis8180
4076,,"The white people mad about the  hashtag, not realizing it's about a @DefineAmerican documentary, are proving its point.",[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:52.844245,2496,Toonze_
4077,,"MMAFightingDude, Rodriguez’s eye is a freakin’ mess.",['rodriguez'],[],0.0,UFC211,,Rodriguez::*1*||,['rodriguez’s'],0,[],2018-02-20 22:54:52.844856,2885,MMAHWatch
4078,,This woman just kept singing!!,[],[],0.0,"Eurovison2017, Eurovision, WINNER",,,[],0,[],2018-02-20 22:54:52.845453,1125,FoleyBreda
4079,,Nobody will remember the songs just this of,[],[],0.0,"Eurovison2017, Eurovision, WINNER",,,[],1,[],2018-02-20 22:54:52.845453,1125,FoleyBreda
4080,,"Dear Demian Maia,",['demian maia'],[],0.0,UFC211,,nan,"['demian maia', 'nate']",0,['nate marquardted'],2018-02-20 22:54:52.846192,2787,MikeJBknows
4081,,Please don't get Nate Marquardted again by Masvidal.,[],[],0.0,UFC211,,Nate Marquardted::*3*4*||Masvidal::*7*||,"['demian maia', 'nate']",1,['nate marquardted'],2018-02-20 22:54:52.846192,2787,MikeJBknows
4082,,@UFC,"['nate', 'masvidal']",[],0.0,UFC211,,,"['demian maia', 'nate']",2,['nate marquardted'],2018-02-20 22:54:52.846192,2787,MikeJBknows
4083,,"@MileyCyrus performing ""Malibu"" live for the first time at  is EVERYTHING!",['malibu'],"['""malibu""']",0.0,WangoTango,,Malibu::*2*||,['malibu'],0,[],2018-02-20 22:54:52.847151,1763,StephySmilovVe
4084,,@1027KIISFM,[],"['""malibu""']",0.0,WangoTango,,,['malibu'],1,[],2018-02-20 22:54:52.847151,1763,StephySmilovVe
4085,,"@Dean0909 says, ""Norway's points announcers are Village Of The Damned!""",['norway'],['norway'],0.0,"Eurovision2017, Eurovision",,Norway's::*2*||Village Of The Damned::*6*7*8*9*||,['norway'],0,[],2018-02-20 22:54:52.847863,1518,Dean0909
4086,,"Romania, this is lit",['romania'],['romania'],0.0,Eurovision,,,['romania'],0,[],2018-02-20 22:54:52.848606,1216,JulieStarsed
4087,,@HouseGOP What happens when u sentence a constituent to death and then approve gun purchases for nut jobs?,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:52.848914,808,Gr82BUs
4088,,Wait for it.,[],[],0.0,nan,,nan,[],1,[],2018-02-20 22:54:52.848914,808,Gr82BUs
4089,,Wait.,[],[],0.0,nan,,nan,[],2,[],2018-02-20 22:54:52.848914,808,Gr82BUs
4090,,We're back!,[],[],0.0,"YouWillNotEraseUs, SaveLeeAndJackson, WhitePeople",,,[],0,[],2018-02-20 22:54:52.849632,2337,Frankish_Hammer
4091,,Rodriguez moves away from Jackson Wink and suddenly all the gameplanning is gone along with the good corner advice.,"['rodriguez', 'jackson wink']",[],0.0,UFC211,,Jackson Wink::*4*5*||,"['rodriguez', 'jackson wink']",0,"['rodriguez', 'jackson wink']",2018-02-20 22:54:52.849948,2568,TomTalksMMA
4092,,"The best duo of the century omg Salvador and his sister just out of this world,amazing ❤️",['salvador'],['salvador'],0.0,"POR, Eurovision",,Salvador::*7*||,['salvador'],0,['salvador'],2018-02-20 22:54:52.850700,1170,YesterKris
4093,,A freaking .,[],[],0.0,bfd,,,[],0,[],2018-02-20 22:54:52.851395,197,rachelvalentine
4094,,@JoeNBC So...begin to work with the Senate on Obamacare repeal or throw a party to celebrate the House vote?,"['senate', 'obamacare', 'house']","['senate on obamacare', 'house vote']",0.0,nan,,Senate on Obamacare::*7*8*9*||House::*18*||,['senate'],0,"['senate', 'house']",2018-02-20 22:54:52.851669,762,TheKrothRoads
4095,,Answer is obvious.,[],"['senate on obamacare', 'house vote']",0.0,nan,,,['senate'],1,"['senate', 'house']",2018-02-20 22:54:52.851669,762,TheKrothRoads
4096,,"Republican idea is insurance companies are just going to drop premiums, cover more for less because they've done that before - ever",['republican'],['insurance companies'],0.0,AHCA,,,[],0,[],2018-02-20 22:54:52.852713,582,Nataya
4097,,@TeamMileyyLA Best performance?,[],[],0.0,nan,,Best::*1*||,[],0,[],2018-02-20 22:54:52.853407,1866,PopPoIls
4098,,"2015 Modular Phone: Project Ara ,,,",[],[],0.0,"Awesometech, hightech, WangoTango, UFC211",,2015 Modular Phone::*0*1*2*||Project Ara::*3*4*||,[],0,[],2018-02-20 22:54:52.853824,1964,rachelnorth4241
4099,,get 2 scoops of ice cream and everyone else gets 1 scoop.,[],[],0.0,WhitePeople,,nan,[],0,[],2018-02-20 22:54:52.854524,2487,fix_not
4100,,Camila and @machinegunkelly on stage at .,['camila'],[],0.0,WangoTango,,,[],0,['camila'],2018-02-20 22:54:52.854711,1933,LalYazareth
4101,,Bless!,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:52.855085,2287,AetherOfLove
4102,,😫✊,[],[],0.0,nan,,,[],1,[],2018-02-20 22:54:52.855085,2287,AetherOfLove
4103,,"Hey @SenatorMenendez and @CoryBooker, just wanted to confirm you'll both be voting ""NO"" when the  hits the Senate, right?",['senate'],['senate'],0.0,AHCA,,Senate::*17*||,[],0,[],2018-02-20 22:54:52.855379,626,jp_polewczak
4104,,Maia vs. Masvidal giving me goosebumps.,"['maia', 'masvidal']",[],0.0,UFC211,,Masvidal::*2*||,['maia'],0,"['maia', 'masvidal']",2018-02-20 22:54:52.856252,2748,andremgeorgiou
4105,,quel surprise!,[],"['fbi', 'carter page', 'adviser']",0.0,nan,,,"['fbi', 'trump', 'carter page']",0,"['fbi', 'fisa', 'trump', 'carter page']",2018-02-20 22:54:52.856803,188,pattirmuller
4106,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page,"['fbi', 'fisa', 'trump', 'carter page']","['fbi', 'carter page', 'adviser']",0.0,nan,,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,"['fbi', 'trump', 'carter page']",1,"['fbi', 'fisa', 'trump', 'carter page']",2018-02-20 22:54:52.856803,188,pattirmuller
4107,,it's quase time,[],[],0.0,ufc211,,nan,[],0,[],2018-02-20 22:54:52.857780,2646,bull_etproof
4108,,The land belongs to no one.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:52.857973,2506,samdamon65
4109,,It is controlled by the strong until someone else stronger comes along.,[],[],0.0,nan,,,[],1,[],2018-02-20 22:54:52.857973,2506,samdamon65
4110,,This is what happens.,[],[],0.0,Eurovision,,,[],0,[],2018-02-20 22:54:52.858652,1135,danmeister90
4111,,We vote to leave and everyone starts singing in their own language.,[],[],0.0,Eurovision,,,[],1,[],2018-02-20 22:54:52.858652,1135,danmeister90
4112,,Very insecure.,[],[],0.0,Eurovision,,,[],2,[],2018-02-20 22:54:52.858652,1135,danmeister90
4113,,self-segregation by SOME militant niggaz,[],[],0.0,DeadEnd,,,[],0,[],2018-02-20 22:54:52.859407,2123,TeaPartyStance
4114,,"Not only our friend in the UK, but our niece in Wales going to vote for .","['uk', 'wales']","['wales', 'uk']",0.0,ITA,,UK::*6*||Wales::*11*||,"['uk', 'wales']",0,['wales'],2018-02-20 22:54:52.859745,1255,ScotterWebb
4115,,"Closing in on the win, one vote at a time.",[],"['wales', 'uk']",0.0,ITA,,,"['uk', 'wales']",1,['wales'],2018-02-20 22:54:52.859745,1255,ScotterWebb
4116,,This celebratory atmosphere over stripping health care from the sick is one of the most obscene political spectacles I've witnessed.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:52.860909,807,HANAtruly
4117,,How White People live in South Africa so they don't get murdered while in their own homes.,['south africa'],['south africa'],0.0,WhitePeople,,White People::*1*2*||South Africa::*5*6*||,['south africa'],0,['south africa'],2018-02-20 22:54:52.861560,2293,RedPilled88
4118,,WINNER is Portugal!,['portugal'],['portugal'],0.0,"Eurovision2017, Eurovision",,nan,['portugal'],0,[],2018-02-20 22:54:52.862385,1070,Dean0909
4119,,Well done to @Dean0909 for winning the sweepstake!,[],['portugal'],0.0,"Eurovision2017, Eurovision",,,['portugal'],1,[],2018-02-20 22:54:52.862385,1070,Dean0909
4120,,This is the whitest celebration of diversity I've ever seen.,[],[],0.0,eurovision,,,[],0,[],2018-02-20 22:54:52.862889,1136,crowmaidarling
4121,,So many different types of white.,[],[],0.0,eurovision,,,[],1,[],2018-02-20 22:54:52.862889,1136,crowmaidarling
4122,,Lighter shade of brown,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:52.863528,2138,RScandle
4123,,HERE WE GO.,[],['welterweights square'],0.0,UFC211,,nan,['ppv'],0,[],2018-02-20 22:54:52.863853,2843,ClashLloyd
4124,,Welterweights square off as @DemianMaia takes on @GamebredFighter NOW on PPV!,[],['welterweights square'],0.0,UFC211,,PPV::*10*||,['ppv'],1,[],2018-02-20 22:54:52.863853,2843,ClashLloyd
4125,,I honestly feel sick over this.,[],[],0.0,AHCA,,,[],0,[],2018-02-20 22:54:52.864562,803,RowlandJordyn
4126,,Does that mean I have another pre-existing contusion to add to my list?,[],[],0.0,AHCA,,,[],1,[],2018-02-20 22:54:52.864562,803,RowlandJordyn
4127,,CES 2016: Google's Project Tango phone dances with Lenovo for its first consumer outing,"['ces', 'google project tango', 'lenovo']","['lenovo', 'google']",0.0,WangoTango,,CES 2016::*0*1*||Google's Project Tango::*2*3*4*||Lenovo::*8*||,"['google', 'project tango', 'lenovo']",0,['lenovo'],2018-02-20 22:54:52.865223,2021,scienceLeMagazi
4128,,Camila durante Bad Things no  (via @TigerBeatNow no Snapchat),['camila'],['snapchat'],0.0,WangoTango,,Bad Things::*2*3*||Snapchat::*8*||,['camila'],0,['camila'],2018-02-20 22:54:52.866092,2014,screammila
4129,,"Before tonight's  main event, take one last look at who fellow ufc fighters are picking in stipemiocicufc…",[],[],0.0,UFC211,,,[],0,[],2018-02-20 22:54:52.866742,2578,MMAHWatch
4130,,@noahcyrus &amp; @MileyCyrus surprised mommy @tishcyrus with a birthday cake at  tonight!,[],[],0.0,WangoTango,,,[],0,[],2018-02-20 22:54:52.867304,1762,ng3ld0wn
4131,,HAPPY BIRTHDAY MT…,[],[],0.0,WangoTango,,nan,[],1,[],2018-02-20 22:54:52.867304,1762,ng3ld0wn
4132,,Scarface theme I love it @GamebredFighter,['scarface'],['scarface'],0.0,UFC211,,,[],0,[],2018-02-20 22:54:52.867862,2793,CigarCity27
4133,,"""*OUR* race built this civilization!""",[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:52.868228,2155,Rosie_Zadinia
4134,,"""What about slavery and genocide?""",[],[],0.0,WhitePeople,,,[],1,[],2018-02-20 22:54:52.868228,2155,Rosie_Zadinia
4135,,"""Hey, *I* wasn't a part of that...""",[],[],0.0,WhitePeople,,,[],2,[],2018-02-20 22:54:52.868228,2155,Rosie_Zadinia
4136,,One of the few times I fuck with Linkin Park is when Demian Maia comes out to the cage,"['linkin park', 'demian maia']",['demian maia'],0.0,"UFC211, mma, mixedmartialarts, ufc",,Linkin Park::*8*9*||Demian Maia::*12*13*||,"['linkin park', 'demian maia']",0,"['linkin park', 'demian maia']",2018-02-20 22:54:52.869066,2830,LibertyMediaCAN
4137,,I didnt know Sam from game of thrones was from Croatia..,"['sam', 'game of thrones', 'croatia']",[],0.0,Eurovision,,Sam::*3*||Croatia::*10*||,"['sam', 'croatia']",0,['sam'],2018-02-20 22:54:52.869954,1541,H3JUPT5WQXnmCVb
4138,,eat shit.,[],[],0.0,VoteThemOut,,nan,[],0,[],2018-02-20 22:54:52.870629,665,mandoface
4139,,"America you better start preparing your own caskets, because now you know @Donuldethan2 don't give shyt about you all.",['america'],['america'],0.0,Obamacare,,,['america'],0,['america'],2018-02-20 22:54:52.870821,1008,xtinah3
4140,,Niall cantando On The Loose!,"['niall cantando', 'on the loose']",[],0.0,WangoTango,,Loose::*4*||,[],0,['niall'],2018-02-20 22:54:52.871409,1812,bae_hxrry
4141,,Niall cantando 'Slow Hands' esta tarde en el !,"['niall cantando', 'slow hands']",[],0.0,WangoTango,,Slow Hands::*2*3*||,[],0,['niall'],2018-02-20 22:54:52.871889,1748,arely_tb
4142,,(2),[],[],0.0,WangoTango,,,[],1,['niall'],2018-02-20 22:54:52.871889,1748,arely_tb
4143,,This one is a gem of her race,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:52.872509,2264,V01Vod
4144,,Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser - Fox News The  is deep.,"['carter page', 'fbi', 'fisa', 'fox news']","['carter page', 'adviser', 'fbi']",0.0,"swamp, DTS",,Carter Page::*0*1*||FBI::*2*||FISA::*5*||Fox News::*12*13*||,"['carter page', 'fox news the']",0,"['carter', 'fbi', 'fisa']",2018-02-20 22:54:52.872914,76,trmcolorado
4145,,chrissy_blair: Out here with the babes!,[],[],0.0,ufc211,,,[],0,[],2018-02-20 22:54:52.873885,3038,mmagiagia
4146,,@brookliyn_wren @brittneypalmer @vanessahanson,[],[],0.0,ufc211,,,[],1,[],2018-02-20 22:54:52.873885,3038,mmagiagia
4147,,Edgar raining down punches from top position with 30 seconds left in the first round,['edgar'],[],0.0,UFC211,,,['edgar'],0,['edgar'],2018-02-20 22:54:52.874338,2602,MrAmazingAustin
4148,,FBI reportedly probed ex-Trump aide Carter Page during campaign,"['fbi', 'carter page']","['carter page', 'aide', 'fbi']",0.0,nan,,Carter Page::*5*6*||,['carter page'],0,['fbi'],2018-02-20 22:54:52.874983,360,zyiteblog
4149,,Correct.,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:52.875515,2086,heatherg
4150,,"If you're not racist, nothing about this should offend you.",[],[],0.0,nan,,,[],1,[],2018-02-20 22:54:52.875515,2086,heatherg
4151,,👏🏼,[],[],0.0,nan,,,[],2,[],2018-02-20 22:54:52.875515,2086,heatherg
4152,,And exempt themselves from the rules.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:52.876093,952,jillbelasco
4153,,How can repub voters think that is ok??,[],[],0.0,nan,,,[],1,[],2018-02-20 22:54:52.876093,952,jillbelasco
4154,,&amp;  LOVE !,[],[],0.0,"WhitePeople, BlackPeople, TRUMP, MAGA",,LOVE::*1*||,[],0,[],2018-02-20 22:54:52.876706,2486,Ir2much4u
4155,,Maia with the Linkin Park classic walk out song,"['maia', 'linkin park']",[],0.0,UFC211,,Maia with the Linkin Park::*0*1*2*3*4*||,"['maia', 'linkin park']",0,['maia'],2018-02-20 22:54:52.877090,2758,tootalljoness
4156,,Rooting for,[],[],0.0,"maia, ufc211",,nan,[],0,[],2018-02-20 22:54:52.877650,2675,pcassidy_UK
4157,,D@@!,"['ufc', 'edgar']",[],0.0,"DosSantos, Miocic, UFC211, boxing",,nan,"['ufc', 'edgar', 'rodriguez']",0,"['edgar', 'rodriguez']",2018-02-20 22:54:52.877876,2854,muktanpi
4158,,UFC 211 Live   Stream   Edgar vs.  Rodriguez        Get   Your Link,['rodriguez'],[],0.0,"DosSantos, Miocic, UFC211, boxing",,UFC 211 Live Stream Edgar::*0*1*2*3*4*||Rodriguez Get::*6*7*||Link::*9*||,"['ufc', 'edgar', 'rodriguez']",1,"['edgar', 'rodriguez']",2018-02-20 22:54:52.877876,2854,muktanpi
4159,,Of course.,[],"['senate', 'house vote']",0.0,nan,,,['senate'],0,"['senate', 'house']",2018-02-20 22:54:52.878786,776,kwcollins
4160,,This was always going to happen.,[],"['senate', 'house vote']",0.0,nan,,,['senate'],1,"['senate', 'house']",2018-02-20 22:54:52.878786,776,kwcollins
4161,,"Will go to conference, and the Senate will make the House vote up or down on theirs.","['senate', 'house']","['senate', 'house vote']",0.0,nan,,Senate::*6*||House::*10*||,['senate'],2,"['senate', 'house']",2018-02-20 22:54:52.878786,776,kwcollins
4162,,In other words the: has approved &amp; is promoting Authoritarian Kleptocracy..,['authoritarian kleptocracy'],[],0.0,"GOP, TrumpRussia",,Authoritarian Kleptocracy::*9*10*||,['independent'],0,[],2018-02-20 22:54:52.879867,765,AgentScully2017
4163,,Independent  investigation NOW.,[],[],0.0,"GOP, TrumpRussia",,,['independent'],1,[],2018-02-20 22:54:52.879867,765,AgentScully2017
4164,,@TheLastWord @Lawrence Does  cover an epidemic of  ?,[],['lawrence does'],0.0,"AHCA, mildlynauseous",,,[],0,[],2018-02-20 22:54:52.880690,564,chenizot
4165,,Forfurther inquiry,[],[],0.0,"Eurovision, UFC211, WangoTangoAmauryEscoto",,,[],0,[],2018-02-20 22:54:52.881073,1384,IslamPeace22
4166,,yes Reps listed below.,[],[],0.0,FakeHouse,,Reps::*1*||,['reps'],0,[],2018-02-20 22:54:52.881354,1034,ronnig61
4167,,Let's do some house cleaning in 2018.,[],[],0.0,FakeHouse,,,['reps'],1,[],2018-02-20 22:54:52.881354,1034,ronnig61
4168,,I'm donating $217 2 unseat them n honor of  .,[],[],0.0,FakeHouse,,,['reps'],2,[],2018-02-20 22:54:52.881354,1034,ronnig61
4169,,Join me!,[],[],0.0,FakeHouse,,nan,['reps'],3,[],2018-02-20 22:54:52.881354,1034,ronnig61
4170,,What kinda crazy sh*t will Sean Spicer say to divert attention from this bombshell?,['sean spicer'],['sean spicer'],0.0,"TrumpRussiaCoverUp, 25TrumpNow",,Sean Spicer::*5*6*||,['sean spicer'],0,['sean spicer'],2018-02-20 22:54:52.882521,93,25trumpnow
4171,,Bruce Buffer looking like the plug in the 80s with that blazer,['bruce buffer'],['bruce buffer'],0.0,ufc211,,Bruce Buffer::*0*1*||80s::*8*||,['bruce buffer'],0,['bruce buffer'],2018-02-20 22:54:52.883157,2618,theckmjgroup
4172,,So nervous for this one.,[],[],0.0,UFC211,,,[],0,[],2018-02-20 22:54:52.883855,3007,gkettle1983
4173,,Let's go @demianmaia  👍👊,[],[],0.0,UFC211,,,[],1,[],2018-02-20 22:54:52.883855,3007,gkettle1983
4174,,"Wow, Edgar has not lost a step!",['edgar'],[],0.0,"UFC211, EdgarVsRodriguez",,Edgar::*1*||,['edgar'],0,['edgar'],2018-02-20 22:54:52.884341,2845,AndyBanson
4175,,I'm a little behind just finished round 1 but my dude Frankie doin work!,['frankie'],[],0.0,UFC211,,Frankie::*11*||,['frankie'],0,['frankie'],2018-02-20 22:54:52.884807,2894,iamduanejackson
4176,,"You lied, Barry, and now your legacy is going to die.",['barry'],[],0.0,nan,,Barry::*2*||,['barry'],0,[],2018-02-20 22:54:52.885442,642,NFloridaWriter
4177,,"Of course, if that's your idea of a legacy you've got bigger problems than that.",[],[],0.0,nan,,,['barry'],1,[],2018-02-20 22:54:52.885442,642,NFloridaWriter
4178,,"I'm not , but my husband is and we love Trump, because in spite of the dummies on the left, he is",['trump'],[],0.0,"whitepeople, MAGA",,Trump::*10*||,[],0,[],2018-02-20 22:54:52.886433,2082,BeachSideKnits
4179,,you're so brave thank you for sharing your story,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:52.887239,2145,Goobinator02
4180,,I love this guy.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:52.887423,245,Timodc
4181,,You couldn't make him up if you tried,[],[],0.0,nan,,,[],1,[],2018-02-20 22:54:52.887423,245,Timodc
4182,,Camila on stage at .,['camila'],[],0.0,WangoTango,,,['camila'],0,['camila'],2018-02-20 22:54:52.887928,2015,LalYazareth
4183,,What a single.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:52.888345,1642,25andmadabout1D
4184,,So so proud of our Sunshine!,[],[],0.0,nan,,Sunshine::*5*||,[],1,[],2018-02-20 22:54:52.888345,1642,25andmadabout1D
4185,,James Comey should resign at @FBI unless he was lied to about Carter Page FISA warrant.,"['james comey', 'carter page', 'fisa']","['fbi', 'carter page', 'james comey', 'he']",0.0,nypost,,James Comey::*0*1*||Carter Page FISA::*12*13*14*||,"['james comey', 'carter page']",0,"['james comey', 'carter']",2018-02-20 22:54:52.888976,452,SteveWCarlson
4186,,Or he lied and attacked @potus.,[],"['fbi', 'carter page', 'james comey', 'he']",0.0,nypost,,,"['james comey', 'carter page']",1,"['james comey', 'carter']",2018-02-20 22:54:52.888976,452,SteveWCarlson
4187,,@StarTribune,[],"['fbi', 'carter page', 'james comey', 'he']",0.0,nypost,,,"['james comey', 'carter page']",2,"['james comey', 'carter']",2018-02-20 22:54:52.888976,452,SteveWCarlson
4188,,Looks like he was in a car accident.,[],['car accident'],0.0,nan,,,[],0,[],2018-02-20 22:54:52.890067,3018,Pinaylvr
4189,,Huge fight after huge fight 😍,[],[],0.0,"stacked, UFC211",,,[],0,[],2018-02-20 22:54:52.890445,2989,lukenutbrown
4190,,i fucking love this song,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:52.890808,1808,hfkbeth
4191,,"""Fiscally responsible""?",[],['gov.'],0.0,AHCA,,,[],0,[],2018-02-20 22:54:52.890995,976,VulpesUpskirta
4192,,No.,[],['gov.'],0.0,AHCA,,nan,[],1,[],2018-02-20 22:54:52.890995,976,VulpesUpskirta
4193,,Good for the people?,[],['gov.'],0.0,AHCA,,,[],2,[],2018-02-20 22:54:52.890995,976,VulpesUpskirta
4194,,No.,[],['gov.'],0.0,AHCA,,nan,[],3,[],2018-02-20 22:54:52.890995,976,VulpesUpskirta
4195,,People want it?,[],['gov.'],0.0,AHCA,,,[],4,[],2018-02-20 22:54:52.890995,976,VulpesUpskirta
4196,,No.,[],['gov.'],0.0,AHCA,,nan,[],5,[],2018-02-20 22:54:52.890995,976,VulpesUpskirta
4197,,Good for gov.?,[],['gov.'],0.0,AHCA,,,[],6,[],2018-02-20 22:54:52.890995,976,VulpesUpskirta
4198,,No.,[],['gov.'],0.0,AHCA,,nan,[],7,[],2018-02-20 22:54:52.890995,976,VulpesUpskirta
4199,,So what remains but hate and selfishness?,[],['gov.'],0.0,AHCA,,,[],8,[],2018-02-20 22:54:52.890995,976,VulpesUpskirta
4200,,Report: FBI granted FISA warrant to surveil ex-Trump aide Carter Page,"['fbi', 'fisa', 'carter page']","['fbi', 'aide', 'carter page']",0.0,nan,,FBI::*1*||FISA::*3*||Carter Page::*9*10*||,"['fbi', 'carter page']",0,"['fbi', 'fisa', 'carter page']",2018-02-20 22:54:52.892106,240,wvjoe911
4201,,let's go @GamebredFighter,[],[],0.0,"TeamEasyMoney, UFC211",,,[],0,[],2018-02-20 22:54:52.892940,2772,ricoj3323
