,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
4052,Have I ever mentioned I love Daniel Cormier?,[],"['awesome commentator', 'daniel cormier']",0.0,ufc211,Daniel Cormier::*6*7*||,['daniel cormier'],0,['daniel'],2019-01-27 13:18:18.368343,2635,Llana
4053,Great talent and heart.,[],"['awesome commentator', 'daniel cormier']",0.0,ufc211,,['daniel cormier'],1,['daniel'],2019-01-27 13:18:18.368343,2635,Llana
4054,Great champion.,[],"['awesome commentator', 'daniel cormier']",0.0,ufc211,,['daniel cormier'],2,['daniel'],2019-01-27 13:18:18.368343,2635,Llana
4055,Awesome commentator!,[],"['awesome commentator', 'daniel cormier']",0.0,ufc211,,['daniel cormier'],3,['daniel'],2019-01-27 13:18:18.368343,2635,Llana
4056,@dc_mma @ufc,[],"['awesome commentator', 'daniel cormier']",0.0,ufc211,,['daniel cormier'],4,['daniel'],2019-01-27 13:18:18.368343,2635,Llana
4057,My god this is horrific!,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:18.369448,2636,themarkysmark
4058,😂😂😂 I LOVE it!,[],[],0.0,nan,LOVE::*2*||,[],1,[],2019-01-27 13:18:18.369448,2636,themarkysmark
4059,Maia going to choke him unconscious,['maia'],[],0.0,UFC211,,[],0,['maia'],2019-01-27 13:18:18.370022,2637,BobJohn52762159
4060,"...and Maia with such a classic walk out song, such a legend!",['maia'],[],0.0,UFC211,Maia::*1*||,['maia'],0,[],2019-01-27 13:18:18.370434,2638,GordieMcGuire89
4061,@demianmaia come on champ!,[],[],0.0,"UFC211, BJJelite",,[],0,[],2019-01-27 13:18:18.371010,2639,RedStarRony
4062,Win this and no one can deny you the title shot anymore!,[],[],0.0,"UFC211, BJJelite",,[],1,[],2019-01-27 13:18:18.371010,2639,RedStarRony
4063,I still think @GamebredFighter &amp; @sergiopettis  are the same person lol   @MMALatestNws @TommyToeHold @MMAFighting,[],[],0.0,"UFC211, UFCDallas",,[],0,[],2019-01-27 13:18:18.371607,2640,cminer74
4064,Let's go @GamebredFighter!!,[],[],0.0,"EasyMoney, ufc211, TopTeamTakeover",,[],0,[],2019-01-27 13:18:18.372114,2641,AmericanTopTeam
4065,I'm super confident in Maia here.,['maia'],[],0.0,UFC211,Maia::*4*||,['maia'],0,['masvidal'],2019-01-27 13:18:18.372523,2642,ThatBryceMartin
4066,Which means Masvidal is about to mess him up.,['masvidal'],[],0.0,UFC211,Masvidal::*2*||,['maia'],1,['masvidal'],2019-01-27 13:18:18.372523,2642,ThatBryceMartin
4067,2-0 for !,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.373348,2643,DatBoiFlexJr
4068,Let's go mia for my 3-0!,[],[],0.0,UFC211,3-0::*5*||,[],1,[],2019-01-27 13:18:18.373348,2643,DatBoiFlexJr
4069,Matchmaker Joe Silva will be inducted into the  HOF this July.,"['joe silva', 'july']",['joe silva'],0.0,"UFC, UFC211",Matchmaker Joe Silva::*0*1*2*||HOF::*8*||July::*10*||,['matchmaker joe silva'],0,['joe silva'],2019-01-27 13:18:18.373957,2644,BeardedMMA
4070,Well deserved for sure!,[],['joe silva'],0.0,"UFC, UFC211",,['matchmaker joe silva'],1,['joe silva'],2019-01-27 13:18:18.373957,2644,BeardedMMA
4071,Headed to @rivolis to watch,[],[],0.0,"ufc211, camelliasolanabeach",,[],0,[],2019-01-27 13:18:18.375019,2645,Tempted_2_love
4072,I'm super grateful to have been styled by  for this specia…,[],[],0.0,"ufc211, camelliasolanabeach",,[],1,[],2019-01-27 13:18:18.375019,2645,Tempted_2_love
4073,it's quase time,[],[],0.0,ufc211,nan,[],0,[],2019-01-27 13:18:18.375656,2646,bull_etproof
4074,"What would your walk-in choon be, guys?",[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.375844,2647,_RayneScar
4075,Remember when CNN colluded with HRC and the DNC?,"['cnn', 'hrc', 'dnc']",['cnn'],0.0,"Eurovision, UFC211, WhitePeople, CNNsotu, JudgeJeanine",CNN::*2*||HRC::*5*||DNC::*8*||,"['cnn', 'hrc']",0,"['cnn', 'hrc']",2019-01-27 13:18:18.376262,2648,caesarman2012
4076,I do.,[],['cnn'],0.0,"Eurovision, UFC211, WhitePeople, CNNsotu, JudgeJeanine",nan,"['cnn', 'hrc']",1,"['cnn', 'hrc']",2019-01-27 13:18:18.376262,2648,caesarman2012
4077,🤔🤔🤔.....hard choice,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:18.377088,2649,PegasusRush
4078,Maia coming out to Linkin Park's - Numb,"['maia', 'linkin park', 'numb']",[],0.0,UFC211,Linkin Park's::*4*5*||Numb::*7*||,['linkin park'],0,"['maia', 'linkin']",2019-01-27 13:18:18.377271,2650,TheUFCUpdates
4079,what's really funny @dc_mma was how mad Fitch was that someone took him down and held him down,['fitch'],[],0.0,UFC211,Fitch::*7*||,['mad fitch'],0,['fitch'],2019-01-27 13:18:18.378001,2651,GriiffinNoel
4080,These NUGGETS!,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:18.378702,2652,jacie_me_rollin
4081,LETS GO MAIA!,['maia'],[],0.0,UFC211,nan,['maia'],0,[],2019-01-27 13:18:18.378928,2653,ggooglyboogly
4082,Welp.,[],[],0.0,ufc211,nan,"['maia', 'linkin park']",0,['linkin'],2019-01-27 13:18:18.379145,2654,MrIzdik
4083,I was cheering for Maia tonight.,['maia'],[],0.0,ufc211,Maia::*4*||,"['maia', 'linkin park']",1,['linkin'],2019-01-27 13:18:18.379145,2654,MrIzdik
4084,Then he had to walk out to Linkin Park.,['linkin park'],[],0.0,ufc211,Linkin Park::*7*8*||,"['maia', 'linkin park']",2,['linkin'],2019-01-27 13:18:18.379145,2654,MrIzdik
4085,Yeah I don't know if I can do that now,[],[],0.0,ufc211,nan,"['maia', 'linkin park']",3,['linkin'],2019-01-27 13:18:18.379145,2654,MrIzdik
4086,This is going to be some fight!,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.380187,2655,RossKiely95
4087,I love that Masvidal doesn't even try to play to the cameras when shadowboxing,"['masvidal', 'shadow boxing']",[],0.0,UFC211,Masvidal::*3*||,[],0,['masvidal'],2019-01-27 13:18:18.380568,2656,gizzmo11477
4088,"Now that I've talked shit to @eugeneSrobinson, @GamebredFighter has a jinx working in his favor.",[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.381195,2657,Fight_Whisperer
4089,@FrankieEdgar is one impressive fighter,[],[],0.0,ufc211,,[],0,[],2019-01-27 13:18:18.381749,2658,TSDpod
4090,@GamebredFighter wins the battle of walk out music.,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.382052,2659,JerseyChi
4091,Props to Maia for walking out to Numb,"['maia', 'numb']",[],0.0,"ThrowBack, UFC211",Maia::*2*||Numb::*7*||,['maia'],0,['maia'],2019-01-27 13:18:18.382542,2660,teddyboivin
4092,Crowd reaction says it all,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.383137,2661,theysaymateo
4093,@FrankieEdgar will always be the fan's favorite.,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.383487,2662,theyoungjoo
4094,Dude is a beast.,[],[],0.0,UFC211,,[],1,[],2019-01-27 13:18:18.383487,2662,theyoungjoo
4095,He's humble.,[],[],0.0,UFC211,,[],2,[],2019-01-27 13:18:18.383487,2662,theyoungjoo
4096,And always brings it!,[],[],0.0,UFC211,,[],3,[],2019-01-27 13:18:18.383487,2662,theyoungjoo
4097,Masvidal coming out to the Scarface theme.,"['masvidal', 'scarface']",[],0.0,UFC211,Scarface::*5*||,['scarface'],0,['masvidal'],2019-01-27 13:18:18.384308,2663,HishDev
4098,Aaaahahahaha,[],[],0.0,UFC211,nan,['scarface'],1,['masvidal'],2019-01-27 13:18:18.384308,2663,HishDev
4099,I pick Masvidal to win big here because Maia has Numb as his walkout song.,"['masvidal', 'maia', 'numb']",[],0.0,UFC211,Masvidal::*2*||Maia::*8*||Numb::*10*||,['maia'],0,"['masvidal', 'maia']",2019-01-27 13:18:18.384873,2664,_SeanDonnelly
4100,@MeganA_mma I'm a huge Maia fan but I'm nervous for sure.,['maia'],[],0.0,"UFC211, SignTheFeatherweights",Maia::*4*||,['maia'],0,['maia'],2019-01-27 13:18:18.385657,2665,TheShaneRussell
4101,UFC hates Maia so much they make him walk out to Linkin Park.,"['ufc', 'maia', 'linkin park']",[],0.0,"UFC211, UFC, MMA",Maia::*2*||Linkin Park::*11*12*||,"['ufc', 'maia', 'linkin park']",0,"['ufc', 'maia', 'linkin park.']",2019-01-27 13:18:18.386254,2666,AcostaIsLegend
4102,I like both of these guys.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:18.386943,2667,ProfessorBLove
4103,I'll be sad no matter who wins.,[],[],0.0,nan,,[],1,[],2019-01-27 13:18:18.386943,2667,ProfessorBLove
4104,I'm leaning Maia tho.,['maia'],[],0.0,nan,Maia::*2*||,[],2,[],2019-01-27 13:18:18.386943,2667,ProfessorBLove
4105,Fuck sake man!!!,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:18.387892,2668,S_Shady7
4106,😷😳,[],[],0.0,nan,,[],1,[],2019-01-27 13:18:18.387892,2668,S_Shady7
4107,Masvidal walking out to the Scarface theme music,"['masvidal', 'scarface']",[],0.0,UFC211,Scarface::*5*||,['scarface'],0,['masvidal'],2019-01-27 13:18:18.388264,2669,evil_ecco
4108,Post Fight Interview with @DavidcBranchMMA,[],[],0.0,UFC211,Post Fight Interview::*0*1*2*||,[],0,[],2019-01-27 13:18:18.388765,2670,TheTruthJackson
4109,Oh yes.,[],[],0.0,"UFC211, UFCfi",nan,[],0,[],2019-01-27 13:18:18.389233,2671,LarsLapamato
4110,Let's do diiiiiiz @demianmaia !,[],[],0.0,"UFC211, UFCfi",,[],1,[],2019-01-27 13:18:18.389233,2671,LarsLapamato
4111,The timeline goes to shit when no sports are on....I'm watching  though 👍👊,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.389620,2672,500KFlea
4112,Dunno why but Demian Maia coming out to Linking Park is hilarious,"['demian maia', 'linkin park']",['demian maia'],0.0,UFC211,Demian Maia::*3*4*||Linking Park::*8*9*||,"['demian maia', 'linking park']",0,"['demian maia', 'linking park']",2019-01-27 13:18:18.390159,2673,riju_nayak
4113,@ufc I didn't go to the beach with my fam bc i was hoping Yair would win the fight 😫,['yair'],[],0.0,UFC211,Yair::*14*||,[],0,['yair'],2019-01-27 13:18:18.390828,2674,MachineGunJofee
4114,Rooting for,[],[],0.0,"maia, ufc211",nan,[],0,[],2019-01-27 13:18:18.391576,2675,pcassidy_UK
4115,There may be no fighter on the UFC roster I'm more unabashedly rooting for than Demian Maia.,"['ufc', 'demian maia']",['demian maia'],0.0,UFC211,UFC::*7*||Demian Maia::*15*16*||,"['ufc', 'demian maia']",0,"['ufc', 'demian maia.']",2019-01-27 13:18:18.391792,2676,JesseScheckner
4116,Crap...,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:18.392694,2677,marc_raimondi
4117,😳  @FrankieEdgar congrats!,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.392904,2678,byyeoside
4118,CONGRATS JOE SILVA on the Hall of Fame @ufc,['joe silva'],['joe silva'],0.0,UFC211,,['congrats joe silva'],0,['joe silva'],2019-01-27 13:18:18.393185,2679,islandmobosp
4119,Edgar just messed him up,['edgar'],[],0.0,UFC211,,['edgar'],0,['edgar'],2019-01-27 13:18:18.393715,2680,JayAndersonMMA
4120,Maia finna lose,['maia'],[],0.0,nan,,['maia'],0,['maia'],2019-01-27 13:18:18.394047,2681,MrDibsGotScampi
4121,"Maia is awesome, but walking out to Numb by Linkin Park is not.","['maia', 'numb', 'linkin park']",[],0.0,UFC211,Numb by Linkin Park::*7*8*9*10*||,"['maia', 'linkin park']",0,"['maia', 'linkin park']",2019-01-27 13:18:18.394389,2682,Super_EWilliams
4122,It's a joy to watch Maia.,['maia'],[],0.0,UFC211,Maia::*5*||,['maia'],0,[],2019-01-27 13:18:18.395012,2683,AckerooBanzai
4123,The epitome of a martial arts master.,[],[],0.0,UFC211,,['maia'],1,[],2019-01-27 13:18:18.395012,2683,AckerooBanzai
4124,Wow TV  UFC 211 Live   Stream Edgar vs.  Rodriguez      Get Your Link,"['ufc', 'edgar', 'rodriguez']",[],0.0,"DosSantos, Miocic, UFC211, boxing",TV UFC 211 Live Stream Edgar::*1*2*3*4*5*6*||Rodriguez Get::*8*9*||Link::*11*||,"['edgar', 'rodriguez']",0,"['edgar', 'rodriguez']",2019-01-27 13:18:18.395805,2684,muktanpi
4125,"Gatekeeper doin his thing, that eye though",[],[],0.0,ufc211,,[],0,[],2019-01-27 13:18:18.396663,2685,Del_Thinks
4126,The fight the UFC never wanted was Frankie vs McGregor.. it would have been interesting to see.,"['ufc', 'frankie', 'mcgregor']",[],0.0,uFC211,UFC::*3*||Frankie::*7*||McGregor::*9*||,"['ufc', 'frankie']",0,"['ufc', 'frankie']",2019-01-27 13:18:18.397062,2686,SchooiWood
4127,@danawhite bout to be $200K richer if  loses tonight?,[],[],0.0,"Masvidal, UFC211",,[],0,[],2019-01-27 13:18:18.398066,2687,FightClipFilms
4128,God damn this is a good card.,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.398503,2688,bradnewsbear
4129,DC is awesome!,['dc'],[],0.0,nan,,['dc'],0,[],2019-01-27 13:18:18.398863,2689,PWPNation
4130,results: @FrankieEdgar stops Yair Rodriguez via TKO at (5:00) of Rd 2.,['yair rodriguez'],[],0.0,UFC211,Yair Rodriguez::*3*4*||TKO::*6*||,"['yair rodriguez', 'tko']",0,['yair rodriguez'],2019-01-27 13:18:18.399144,2690,combatesmundial
4131,(doctor stoppage end of Rd 2/Yair eye swollen shut),['yair'],[],0.0,UFC211,Rd 2::*4*5*||Yair::*6*||,"['yair rodriguez', 'tko']",1,['yair rodriguez'],2019-01-27 13:18:18.399144,2690,combatesmundial
4132,That's bullshit it shouldn't be a NC he should have got DQ,"['nc', 'dq']",[],0.0,ufc211,NC::*6*||DQ::*11*||,"['nc', 'dq']",0,[],2019-01-27 13:18:18.400455,2691,CodyS777
4133,Sucks to see Yair lose like that.,['yair'],[],0.0,UFC211,Yair::*3*||,"['yair', 'edgar']",0,"['yair', 'edgar', 'masvidal']",2019-01-27 13:18:18.401107,2692,MisreadPoet
4134,Edgar is just too dominant.,['edgar'],[],0.0,UFC211,,"['yair', 'edgar']",1,"['yair', 'edgar', 'masvidal']",2019-01-27 13:18:18.401107,2692,MisreadPoet
4135,Now let's go Masvidal !,['masvidal'],[],0.0,UFC211,Masvidal::*3*||,"['yair', 'edgar']",2,"['yair', 'edgar', 'masvidal']",2019-01-27 13:18:18.401107,2692,MisreadPoet
4136,I'm giving you $5 off each of your first 4 Uber rides.,['uber'],['uber'],0.0,ufc211,4 Uber::*9*10*||,[],0,[],2019-01-27 13:18:18.402192,2693,mrspdipset866
4137,"To accept, use code 'jesusn919ue' to sign up.",[],['uber'],0.0,ufc211,,[],1,[],2019-01-27 13:18:18.402192,2693,mrspdipset866
4138,Can we please get this guy a title shot @demianmaia,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.403123,2694,TeamEganMMA
4139,How do you deal with Yair's style?,['yair'],"['frankie edgar', 'yair']",0.0,UFC211,Yair's::*5*||,"['yair', 'frankie edgar']",0,['frankie edgar'],2019-01-27 13:18:18.403536,2695,GBilefete
4140,Frankie Edgar had The Answer,['frankie edgar'],"['frankie edgar', 'yair']",0.0,UFC211,nan,"['yair', 'frankie edgar']",1,['frankie edgar'],2019-01-27 13:18:18.403536,2695,GBilefete
4141,I feel like Maia didn't respond to the email requesting walkout songs and got stuck with Linkin Park.,"['maia', 'linkin park']",[],0.0,UFC211,Maia::*3*||Linkin Park::*16*17*||,"['maia', 'linkin park']",0,"['maia', 'linkin park.']",2019-01-27 13:18:18.404152,2696,BenjaminAbrigo
4142,"Us handicappers shy away from nepotism and cronyism, @eugeneSrobinson.",[],[],0.0,nan,,[],0,[],2019-01-27 13:18:18.404966,2697,eugeneSrobinson
4143,Now I wanna watch Scarface.,['scarface'],['scarface'],0.0,UFC211,Scarface::*4*||,['scarface'],0,[],2019-01-27 13:18:18.405398,2698,mancillas_jose
4144,🐐 GOAT QUOTE 🐐,[],[],0.0,UFC211,GOAT QUOTE::*1*2*||,[],0,[],2019-01-27 13:18:18.405841,2699,ufc
4145,@FrankieEdgar |,[],[],0.0,UFC211,,[],1,[],2019-01-27 13:18:18.405841,2699,ufc
4146,"Before tonight's  main event, take one last look at who fellow @ufc fighters are picking in @stipemiocicufc vs. @junior_cigano.",[],['@ufc'],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.406400,2700,MMAjunkie
4147,Let's go Frankie!!!!,['frankie'],[],0.0,"IamwithFrankie, UFC211",Frankie::*2*||,['frankie'],0,[],2019-01-27 13:18:18.407012,2701,RowdyTomCat
4148,Knock this kid out!,[],[],0.0,"IamwithFrankie, UFC211",,['frankie'],1,[],2019-01-27 13:18:18.407012,2701,RowdyTomCat
4149,Terrific fight here.,[],['frankie edgar'],0.0,UFC211,,['frankie edgar'],0,"['yair', 'frankie edgar?']",2019-01-27 13:18:18.407738,2702,RaCuevas
4150,"Yair has championship potential, but is he ready to beat someone like Frankie Edgar?","['yair', 'frankie edgar']",['frankie edgar'],0.0,UFC211,Frankie Edgar::*12*13*||,['frankie edgar'],1,"['yair', 'frankie edgar?']",2019-01-27 13:18:18.407738,2702,RaCuevas
4151,@demianmaia coming out to a LP Song when @LIKINPARK_ was actually good.,['lp'],[],0.0,UFC211,LP Song::*5*6*||,['lp song'],0,[],2019-01-27 13:18:18.408573,2703,GarryISRad
4152,@FrankieEdgar is a real life rocky balboa and an absolute legend,['rocky balboa'],[],0.0,UFC211,,['rocky balboa'],0,[],2019-01-27 13:18:18.409123,2704,TDeathstar
4153,Maia coming out to Linkin Narc?,['maia'],[],0.0,UFC211,Linkin Narc::*4*5*||,[],0,"['maia', 'linkin narc? ruh']",2019-01-27 13:18:18.409610,2705,theeffect1500
4154,Ruh roh!,[],[],0.0,UFC211,,[],1,"['maia', 'linkin narc? ruh']",2019-01-27 13:18:18.409610,2705,theeffect1500
4155,Let's get this Frankie,['frankie'],[],0.0,ufc211,Frankie::*3*||,[],0,['frankie'],2019-01-27 13:18:18.410276,2706,CharlieGruver1
4156,Demian maia walking out to Linkin park!!,"['demian maia', 'linkin park']",[],0.0,ufc211,Linkin::*5*||,"['demian maia', 'linkin park']",0,"['demian', 'linkin']",2019-01-27 13:18:18.410701,2707,nickcox42
4157,"Demian Maia vs. Jorge ""Gamebred"" Masvidal is going to be SO interesting!","['demian maia', 'jorge ""gamebread"" masvidal']","['jorge ""gamebred"" masvidal', 'demian maia']",0.0,UFC211,Demian Maia::*0*1*||Jorge::*3*||Gamebred::*4*||Masvidal::*5*||,"['demian maia', 'jorge']",0,"['demian maia', 'jorge ""gamebred"" masvidal']",2019-01-27 13:18:18.411210,2708,SexyJairBear
4158,I honestly don't know how this fight will end!,[],"['jorge ""gamebred"" masvidal', 'demian maia']",0.0,UFC211,,"['demian maia', 'jorge']",1,"['demian maia', 'jorge ""gamebred"" masvidal']",2019-01-27 13:18:18.411210,2708,SexyJairBear
4159,Let's see!,[],"['jorge ""gamebred"" masvidal', 'demian maia']",0.0,UFC211,,"['demian maia', 'jorge']",2,"['demian maia', 'jorge ""gamebred"" masvidal']",2019-01-27 13:18:18.411210,2708,SexyJairBear
4160,MMAFightingThe fight is over.,['mmafighting'],[],0.0,UFC211,,"['edgar', 'tko']",0,['edgar'],2019-01-27 13:18:18.412639,2709,MMAHWatch
4161,"Edgar by TKO, doctor’s stoppage.",['edgar'],[],0.0,UFC211,Edgar by TKO::*0*1*2*||,"['edgar', 'tko']",1,['edgar'],2019-01-27 13:18:18.412639,2709,MMAHWatch
4162,"No contest or not, lets hope those two get something from @ufc for that performance.",[],[],0.0,nan,,[],0,[],2019-01-27 13:18:18.413295,2710,anttopquality
4163,Great fight while it lasted.,[],[],0.0,nan,,[],1,[],2019-01-27 13:18:18.413295,2710,anttopquality
4164,We see you @ALIAQUINTA 😂,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.414007,2711,Black_Lee13
4165,Lol Frankie destroying him atm,['frankie'],['atm'],0.0,UFC211,Frankie::*1*||,['frankie'],0,['lol frankie'],2019-01-27 13:18:18.414360,2712,FashionHitList
4166,Cool that matchmaker Joe Silva will be inducted into the UFC Hall of Fame.,"['joe silva', 'ufc hall of fame', 'ufc']",['joe silva'],0.0,UFC211,Joe Silva::*3*4*||UFC Hall of Fame::*10*11*12*13*||,"['joe silva', 'ufc hall of fame']",0,"['joe silva', 'ufc hall of fame.']",2019-01-27 13:18:18.414791,2713,ArdaOcalTV
4167,"That's a tough job, pulled 100 different ways daily.",[],['joe silva'],0.0,UFC211,,"['joe silva', 'ufc hall of fame']",1,"['joe silva', 'ufc hall of fame.']",2019-01-27 13:18:18.414791,2713,ArdaOcalTV
4168,Demian Maia is so enjoyable to watch,['demian maia'],['demian maia'],0.0,UFC211,Demian Maia::*0*1*||,['demian maia'],0,['demian maia'],2019-01-27 13:18:18.415894,2714,Jumanator
4169,Damn.,[],[],0.0,UFC211,nan,[],0,['yair'],2019-01-27 13:18:18.416378,2715,Eliseo951
4170,Yair didnt stand a chance.,['yair'],[],0.0,UFC211,,[],1,['yair'],2019-01-27 13:18:18.416378,2715,Eliseo951
4171,Total mauling  Edgar schooled the young buck I think Maia bout to do the same ting .,"['edgar', 'maia']",[],0.0,UFC211,Edgar::*2*||Maia::*9*||,['edgar'],0,"['edgar', 'maia']",2019-01-27 13:18:18.416796,2716,shockusmaximus
4172,I got Maia right here.,['maia'],[],0.0,UFC211,Maia::*2*||,"['maia', 'masvidal']",0,"['maia', 'masvidal.']",2019-01-27 13:18:18.417673,2717,TheJakeMitchell
4173,But the Scarface music is definitely a cool touch from Masvidal.,"['scarface', 'masvidal']",[],0.0,UFC211,Scarface::*2*||Masvidal::*10*||,"['maia', 'masvidal']",1,"['maia', 'masvidal.']",2019-01-27 13:18:18.417673,2717,TheJakeMitchell
4174,"Ugh, DC's voice and personality annoys me.",['dc'],[],0.0,UFC211,DC's::*1*||,"['dc', 'jones']",0,['jones'],2019-01-27 13:18:18.418671,2718,DrunkRufie
4175,hope Jones destroys him in their rematch,['jones'],[],0.0,UFC211,Jones::*1*||,"['dc', 'jones']",1,['jones'],2019-01-27 13:18:18.418671,2718,DrunkRufie
4176,Ballsy move for Maia taking this fight.,['maia'],[],0.0,UFC211,Maia::*3*||,['maia'],0,['maia'],2019-01-27 13:18:18.419590,2719,OctagonPost
4177,Says a lot for his confidence.,[],[],0.0,UFC211,,['maia'],1,['maia'],2019-01-27 13:18:18.419590,2719,OctagonPost
4178,Yair Rodriguez after 15minutes,['yair rodriguez'],[],0.0,UFC211,nan,['rodriguez'],0,['yair rodriguez'],2019-01-27 13:18:18.420472,2720,BronsonMMA
4179,OMFG!!!,[],"['chase sherman', 'rashad coulter']",0.0,UFC211,nan,"['sherman', 'rashad coulter']",0,"['chase sherman', 'rashad coulter']",2019-01-27 13:18:18.420765,2721,TheEnforcerJG
4180,WHAT A FIGHT!!!,[],"['chase sherman', 'rashad coulter']",0.0,UFC211,nan,"['sherman', 'rashad coulter']",1,"['chase sherman', 'rashad coulter']",2019-01-27 13:18:18.420765,2721,TheEnforcerJG
4181,Chase Sherman vs Rashad Coulter !!,"['chase sherman', 'rashad coulter']","['chase sherman', 'rashad coulter']",0.0,UFC211,Chase Sherman::*0*1*||Rashad Coulter::*3*4*||,"['sherman', 'rashad coulter']",2,"['chase sherman', 'rashad coulter']",2019-01-27 13:18:18.420765,2721,TheEnforcerJG
4182,Let's go Maia!,['maia'],[],0.0,UFC211,Maia::*2*||,['maia'],0,[],2019-01-27 13:18:18.421658,2722,GordieMcGuire89
4183,🇧🇷,[],[],0.0,UFC211,,['maia'],1,[],2019-01-27 13:18:18.421658,2722,GordieMcGuire89
4184,Nice cold brewskis  and combat sports.,[],[],0.0,ufc211,,[],0,[],2019-01-27 13:18:18.422335,2723,alstover
4185,I am in my happy place .,[],[],0.0,ufc211,,[],1,[],2019-01-27 13:18:18.422335,2723,alstover
4186,"Ok, Joe-Jitsu, we know Maia is great at BJJ, just relax.","['joe-jitsu', 'maia', 'bjj']",[],0.0,ufc211,Joe-Jitsu::*1*||Maia::*4*||BJJ::*8*||,"['joe-jitsu', 'maia', 'bjj']",0,['maia'],2019-01-27 13:18:18.422948,2724,billthebutcher2
4187,"@GamebredFighter is the epitome of the overused term ""gangster""",[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.423745,2725,laura_sanko
4188,Whats up with the screaming lady in the audience?,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.424160,2726,breezey2399
4189,Plz shut her up!,[],[],0.0,UFC211,,[],1,[],2019-01-27 13:18:18.424160,2726,breezey2399
4190,Linkin Park?,['linkin park'],[],0.0,UFC211,nan,"['linkin park', 'linkin park', 'linkin park']",0,[],2019-01-27 13:18:18.424768,2727,johnmichaelsaid
4191,Linkin Park.,['linkin park'],[],0.0,UFC211,nan,"['linkin park', 'linkin park', 'linkin park']",1,[],2019-01-27 13:18:18.424768,2727,johnmichaelsaid
4192,And the OLD Linkin Park.,['linkin park'],[],0.0,UFC211,nan,"['linkin park', 'linkin park', 'linkin park']",2,[],2019-01-27 13:18:18.424768,2727,johnmichaelsaid
4193,Did Dana take that 200k bet...?,['dana'],[],0.0,UFC211,Dana::*1*||200k::*4*||,['dana'],0,['dana'],2019-01-27 13:18:18.425193,2728,liteshots
4194,I'm taking @GamebredFighter just a beast of a fighter always has been,[],[],0.0,UFC211,,[],0,[],2019-01-27 13:18:18.425820,2729,MMA_KIN
4195,He's walking out to Linkin Park 😳😂,['linkin park'],[],0.0,UFC211,Linkin Park::*4*5*||,['linkin park'],0,['linkin park'],2019-01-27 13:18:18.426335,2730,_AIZENBERG_
4196,Wow!,[],['wow!'],0.0,UFC211,nan,[],0,[],2019-01-27 13:18:18.426833,2731,RealFunnyMMA
4197,@FrankieEdgar just taught a ground and pound clinic to the talented @panteraufc!,[],['wow!'],0.0,UFC211,,[],1,[],2019-01-27 13:18:18.426833,2731,RealFunnyMMA
4198,@ufc,[],['wow!'],0.0,UFC211,,[],2,[],2019-01-27 13:18:18.426833,2731,RealFunnyMMA
4199,I got Maia winning this,['maia'],[],0.0,UFC211,Maia::*2*||,['maia'],0,['maia'],2019-01-27 13:18:18.427444,2732,2reel4you
4200,Sooo up in the air with this one!,[],[],0.0,ufc211,,[],0,[],2019-01-27 13:18:18.427948,2733,kcpko
4201,Great fight!,[],[],0.0,ufc211,,[],1,[],2019-01-27 13:18:18.427948,2733,kcpko
4202,Going with masvidal though,['masvidal'],[],0.0,ufc211,,[],2,[],2019-01-27 13:18:18.427948,2733,kcpko
4203,Huge shots by @FrankieEdgar land on Yair!,['yair'],[],0.0,UFC211,Yair::*6*||,['yair'],0,[],2019-01-27 13:18:18.428813,2734,JFCarterIII28
4204,The cut man screwed over Yair Rodriquez in between rounds  cmon refs and cut men DO.,['yair rodriguez'],[],0.0,UFC211,Yair Rodriquez::*5*6*||,['yair rodriquez'],0,['yair rodriquez'],2019-01-27 13:18:18.429344,2735,DeionTrueToATL
4205,YOUR.,[],[],0.0,UFC211,nan,['yair rodriquez'],1,['yair rodriquez'],2019-01-27 13:18:18.429344,2735,DeionTrueToATL
4206,JOB!,[],[],0.0,UFC211,nan,['yair rodriquez'],2,['yair rodriquez'],2019-01-27 13:18:18.429344,2735,DeionTrueToATL
